round,client_req,new_updates,avg_loss,queue_size,client_train_acc,client_test_acc,client_train_acc_avg,client_test_acc_avg,accuracy_score,aggregator_time
0,10,6,"[1.382181167602539, 1.3679786026477814, 1.390023112297058, 1.3794043958187103, 1.3857151865959167, 1.369062215089798]",4,"[0.47619047619047616, 0.49206349206349204, 0.3412698412698413, 0.4523809523809524, 0.3968253968253968, 0.48412698412698413]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.44047619047619047,0.4633569739952719,0.46335697399527187,0.06308507919311523
1,10,10,"[1.373248040676117, 1.3525085151195526, 1.3574602901935577, 1.374171882867813, 1.3698199391365051, 1.3609212338924408, 1.3693166673183441, 1.3688929378986359, 1.3716204166412354, 1.368556648492813]",4,"[0.5079365079365079, 0.46825396825396826, 0.4603174603174603, 0.4444444444444444, 0.42063492063492064, 0.4523809523809524, 0.46825396825396826, 0.4365079365079365, 0.3968253968253968, 0.4126984126984127]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.4468253968253969,0.463356973995272,0.46335697399527187,0.10205578804016113
2,9,5,"[1.343001663684845, 1.3376594483852386, 1.3357332050800323, 1.3556199073791504, 1.3449191451072693]",8,"[0.48412698412698413, 0.5079365079365079, 0.5, 0.42063492063492064, 0.5317460317460317]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46382978723404256, 0.46335697399527187]",0.48888888888888893,0.4634515366430261,0.46335697399527187,0.07695794105529785
3,9,7,"[1.3491703271865845, 1.3299366235733032, 1.3247672021389008, 1.3164928257465363, 1.32452854514122, 1.3374689817428589, 1.3297233879566193]",10,"[0.47619047619047616, 0.4603174603174603, 0.5, 0.46825396825396826, 0.5158730158730159, 0.47619047619047616, 0.5]","[0.46382978723404256, 0.47470449172576834, 0.4732860520094563, 0.4718676122931442, 0.47044917257683216, 0.48936170212765956, 0.475177304964539]",0.48526077097505665,0.47409658899020607,0.4723404255319149,0.13902616500854492
4,9,8,"[1.3823038339614868, 1.3798331320285797, 1.3254147171974182, 1.325970321893692, 1.329343020915985, 1.3028216361999512, 1.3220992982387543, 1.3082789778709412]",11,"[0.4603174603174603, 0.4444444444444444, 0.47619047619047616, 0.5793650793650794, 0.6031746031746031, 0.5555555555555556, 0.6031746031746031, 0.5793650793650794]","[0.46335697399527187, 0.46335697399527187, 0.4794326241134752, 0.6028368794326241, 0.607565011820331, 0.5517730496453901, 0.6023640661938534, 0.566903073286052]",0.5376984126984128,0.5421985815602837,0.5754137115839244,0.09918904304504395
5,9,10,"[1.3178449869155884, 1.320538341999054, 1.3070996701717377, 1.2836414277553558, 1.287460058927536, 1.3069628477096558, 1.2971054017543793, 1.2943225800991058, 1.311943382024765, 1.2816941440105438]",10,"[0.5079365079365079, 0.5714285714285714, 0.5634920634920635, 0.6904761904761905, 0.6904761904761905, 0.6984126984126984, 0.6984126984126984, 0.746031746031746, 0.6746031746031746, 0.6825396825396826]","[0.47470449172576834, 0.574468085106383, 0.5702127659574469, 0.700709219858156, 0.6973995271867612, 0.7276595744680852, 0.7059101654846336, 0.7073286052009456, 0.7191489361702128, 0.6907801418439716]",0.6523809523809525,0.6568321513002364,0.6940898345153664,0.1125478744506836
6,8,8,"[1.3544380068778992, 1.3502139151096344, 1.3467464745044708, 1.2826983332633972, 1.277061253786087, 1.2923327386379242, 1.2873752415180206, 1.2705264687538147]",10,"[0.6111111111111112, 0.46825396825396826, 0.49206349206349204, 0.7857142857142857, 0.8174603174603174, 0.7777777777777778, 0.8333333333333334, 0.7857142857142857]","[0.46335697399527187, 0.46382978723404256, 0.46335697399527187, 0.7966903073286052, 0.7877068557919622, 0.8047281323877069, 0.7914893617021277, 0.7749408983451537]",0.6964285714285714,0.6682624113475177,0.7881796690307329,0.11297321319580078
7,10,9,"[1.3268651068210602, 1.2773455381393433, 1.2640064656734467, 1.2525573670864105, 1.2458833754062653, 1.2553502023220062, 1.2720025777816772, 1.253677785396576, 1.2677852511405945]",11,"[0.6111111111111112, 0.7301587301587301, 0.8015873015873016, 0.8888888888888888, 0.8492063492063492, 0.9047619047619048, 0.8888888888888888, 0.8412698412698413, 0.8888888888888888]","[0.5952718676122931, 0.6903073286052009, 0.7773049645390071, 0.858628841607565, 0.8501182033096927, 0.8685579196217494, 0.8742316784869977, 0.8534278959810875, 0.873758865248227]",0.8227513227513228,0.8046230627790912,0.8520094562647754,0.13036084175109863
8,10,9,"[1.3536159992218018, 1.3685327172279358, 1.2297447621822357, 1.235960841178894, 1.2508948147296906, 1.2345263063907623, 1.258433073759079, 1.2625814378261566, 1.245510756969452]",12,"[0.48412698412698413, 0.36507936507936506, 0.8888888888888888, 0.8968253968253969, 0.9365079365079365, 0.9206349206349206, 0.8809523809523809, 0.8809523809523809, 0.9206349206349206]","[0.46335697399527187, 0.46382978723404256, 0.8973995271867612, 0.9016548463356974, 0.9115839243498818, 0.9016548463356974, 0.9144208037825059, 0.9139479905437352, 0.9063829787234042]",0.797178130511464,0.808247964276333,0.9059101654846335,0.09808993339538574
9,8,11,"[1.3301715552806854, 1.2318657040596008, 1.2501130104064941, 1.215182363986969, 1.22462797164917, 1.2407801449298859, 1.2266522943973541, 1.2111259996891022, 1.2099937200546265, 1.2062645852565765, 1.2133882641792297]",9,"[0.5952380952380952, 0.9047619047619048, 0.9206349206349206, 0.9285714285714286, 0.9206349206349206, 0.9047619047619048, 0.9603174603174603, 0.9523809523809523, 0.9285714285714286, 0.9444444444444444, 0.9920634920634921]","[0.6028368794326241, 0.9049645390070922, 0.9106382978723404, 0.9371158392434988, 0.9328605200945627, 0.9385342789598109, 0.9375886524822695, 0.9375886524822695, 0.9356973995271868, 0.9361702127659575, 0.9347517730496454]",0.9047619047619048,0.9007951859015692,0.9352245862884161,0.12289190292358398
