round,client_req,new_updates,avg_loss,queue_size,client_train_acc,client_test_acc,client_train_acc_avg,client_test_acc_avg,accuracy_score
0,20,15,"[2.322599172592163, 2.3207504749298096, 2.3198299407958984, 2.320923089981079, 2.3219003677368164, 2.3208248615264893, 2.3220112323760986, 2.320530652999878, 2.3222644329071045, 2.321093797683716, 2.319136381149292, 2.3220789432525635, 2.319809675216675, 2.321903944015503, 2.3205482959747314]",5,"[0.6666666666666666, 0.5, 0.5833333333333334, 0.5833333333333334, 0.6666666666666666, 1.0, 0.5833333333333334, 0.5, 1.0, 1.0, 0.6666666666666666, 1.0, 0.9166666666666666, 0.8333333333333334, 0.3333333333333333]","[0.8505910165484634, 0.46335697399527187, 0.491725768321513, 0.46335697399527187, 0.46335697399527187, 0.9735224586288416, 0.46335697399527187, 0.46335697399527187, 0.9943262411347518, 0.908274231678487, 0.46335697399527187, 0.9881796690307328, 0.9815602836879432, 0.9026004728132387, 0.46335697399527187]",0.7222222222222222,0.6889519306540582,0.46335697399527187
1,20,16,"[2.321683883666992, 1.996713638305664, 1.8883419036865234, 1.9406415224075317, 1.979909896850586, 2.0418574810028076, 1.9833437204360962, 1.8881868124008179, 1.903279423713684, 2.014347791671753, 2.0441434383392334, 1.9619897603988647, 2.0214569568634033, 2.0110275745391846, 2.044975757598877, 1.9897170066833496]",9,"[0.5, 1.0, 0.6666666666666666, 0.8333333333333334, 0.4166666666666667, 1.0, 1.0, 0.75, 0.6666666666666666, 0.4166666666666667, 1.0, 0.75, 0.9166666666666666, 0.3333333333333333, 0.3333333333333333, 0.8333333333333334]","[0.46477541371158393, 0.9914893617021276, 0.46335697399527187, 0.7361702127659574, 0.46335697399527187, 0.9947990543735225, 0.9966903073286052, 0.46335697399527187, 0.46335697399527187, 0.46382978723404256, 0.9229314420803783, 0.7725768321513002, 0.9612293144208038, 0.46335697399527187, 0.46335697399527187, 0.8184397163120567]",0.7135416666666667,0.6814420803782505,0.8633569739952719
2,20,17,"[1.9827841520309448, 1.615321159362793, 1.6234955787658691, 1.6195465326309204, 1.6402841806411743, 1.6140497922897339, 1.6119509935379028, 1.608029842376709, 1.6128787994384766, 1.636725902557373, 1.6146464347839355, 1.6167997121810913, 1.6247597932815552, 1.6138755083084106, 1.6304850578308105, 1.6085081100463867, 1.616620421409607]",12,"[0.9166666666666666, 0.6666666666666666, 0.5, 0.6666666666666666, 0.4166666666666667, 0.75, 0.6666666666666666, 0.5833333333333334, 0.75, 0.3333333333333333, 0.6666666666666666, 0.5833333333333334, 0.6666666666666666, 0.9166666666666666, 0.4166666666666667, 0.5833333333333334, 0.5]","[0.8397163120567376, 0.6548463356973995, 0.46335697399527187, 0.6851063829787234, 0.46335697399527187, 0.8094562647754137, 0.640661938534279, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.6780141843971631, 0.6080378250591016, 0.6458628841607565, 0.7645390070921986, 0.46335697399527187, 0.6345153664302601, 0.6108747044917258]",0.622549019607843,0.6089278264497289,0.8524822695035461
3,20,16,"[1.9672390222549438, 1.598009705543518, 1.597983717918396, 1.5979962348937988, 1.598008155822754, 1.5980281829833984, 1.5979849100112915, 1.5979901552200317, 1.5979973077774048, 1.5982071161270142, 1.5979838371276855, 1.5980271100997925, 1.5981334447860718, 1.598218321800232, 1.5979894399642944, 1.5979830026626587]",16,"[0.4166666666666667, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.5, 0.5833333333333334, 0.6666666666666666, 0.5, 0.5, 0.5, 0.4166666666666667, 0.8333333333333334, 0.3333333333333333, 0.3333333333333333, 0.75, 0.4166666666666667]","[0.46335697399527187, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.46335697399527187, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.46335697399527187, 0.5366430260047281, 0.5366430260047281, 0.46335697399527187, 0.46335697399527187, 0.5366430260047281, 0.5366430260047281]",0.5312499999999999,0.5137411347517731,0.5390070921985816
4,19,23,"[2.3205294609069824, 2.3202786445617676, 2.320241689682007, 2.0620720386505127, 1.6001402139663696, 1.6008658409118652, 1.6005134582519531, 1.5992234945297241, 1.6019004583358765, 1.6038304567337036, 1.6020857095718384, 1.6008602380752563, 1.5997167825698853, 1.602281093597412, 1.6007276773452759, 1.5990265607833862, 1.601732611656189, 1.6002649068832397, 1.6016817092895508, 1.6005789041519165, 1.599136471748352, 1.6006088256835938, 1.6000231504440308]",12,"[0.8333333333333334, 0.6666666666666666, 0.9166666666666666, 0.5833333333333334, 0.5833333333333334, 0.8333333333333334, 0.5, 0.4166666666666667, 0.5833333333333334, 0.5, 0.5, 0.8333333333333334, 0.5833333333333334, 0.5, 0.75, 0.5, 0.6666666666666666, 0.8333333333333334, 0.5, 0.6666666666666666, 0.5833333333333334, 0.5, 0.9166666666666666]","[0.5716312056737589, 0.46335697399527187, 0.9843971631205674, 0.6141843971631206, 0.5366430260047281, 0.8321513002364066, 0.5366430260047281, 0.5366430260047281, 0.46335697399527187, 0.46335697399527187, 0.6548463356973995, 0.7347517730496453, 0.8486997635933806, 0.5366430260047281, 0.6718676122931442, 0.5366430260047281, 0.566903073286052, 0.5366430260047281, 0.46335697399527187, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.8042553191489362]",0.6413043478260869,0.6072566553602633,0.5971631205673759
5,20,14,"[1.9419587850570679, 1.5979505777359009, 1.597920536994934, 1.5979399681091309, 1.5984128713607788, 1.5979713201522827, 1.5979048013687134, 1.598145604133606, 1.5981563329696655, 1.5984768867492676, 1.598883032798767, 1.5980159044265747, 1.5979636907577515, 1.598136067390442]",18,"[0.5833333333333334, 0.3333333333333333, 0.6666666666666666, 0.5833333333333334, 0.75, 0.5, 0.75, 0.4166666666666667, 0.5833333333333334, 0.5, 0.3333333333333333, 0.3333333333333333, 0.5833333333333334, 0.75]","[0.46335697399527187, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5385342789598109, 0.5366430260047281, 0.5366430260047281, 0.46335697399527187, 0.5366430260047281, 0.5366430260047281, 0.46335697399527187, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281]",0.5476190476190476,0.5210739614994934,0.5366430260047281
6,20,12,"[1.6294499635696411, 1.6146031618118286, 1.6161357164382935, 1.6206399202346802, 1.6106394529342651, 1.6151719093322754, 1.6058341264724731, 1.6094579696655273, 1.6060234308242798, 1.612273097038269, 1.6009535789489746, 1.6151419878005981]",26,"[0.75, 0.6666666666666666, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.4166666666666667, 1.0, 0.6666666666666666, 0.75, 0.9166666666666666, 0.8333333333333334, 0.9166666666666666]","[0.46335697399527187, 0.6685579196217494, 0.6983451536643026, 0.7196217494089835, 0.6978723404255319, 0.46335697399527187, 0.808983451536643, 0.7153664302600473, 0.7777777777777778, 0.7815602836879433, 0.5366430260047281, 0.6983451536643026]",0.7847222222222223,0.6691489361702128,0.7966903073286052
7,20,15,"[1.6171175241470337, 1.597981572151184, 1.59798002243042, 1.5979876518249512, 1.59798002243042, 1.5979794263839722, 1.5979795455932617, 1.5979799032211304, 1.5980149507522583, 1.5979810953140259, 1.597989559173584, 1.597979187965393, 1.5979795455932617, 1.5979804992675781, 1.5979796648025513]",31,"[0.8333333333333334, 0.6666666666666666, 0.6666666666666666, 0.5833333333333334, 0.16666666666666666, 0.5, 0.4166666666666667, 0.5, 0.6666666666666666, 0.5833333333333334, 0.6666666666666666, 0.75, 0.5, 0.25, 0.25]","[0.7200945626477542, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281]",0.5333333333333333,0.5488731284475964,0.5366430260047281
8,20,29,"[2.31893253326416, 1.6086626052856445, 1.6198831796646118, 1.5979808568954468, 1.5979804992675781, 1.5979801416397095, 1.5991673469543457, 1.5980072021484375, 1.5980781316757202, 1.5980552434921265, 1.5979796648025513, 1.6071853637695312, 1.6081809997558594, 1.6031824350357056, 1.6177090406417847, 1.604836106300354, 1.607387661933899, 1.602944016456604, 1.6117068529129028, 1.6109126806259155, 1.6106525659561157, 1.6058354377746582, 1.6057437658309937, 1.6107038259506226, 1.604789137840271, 1.6011147499084473, 1.6173423528671265, 1.617078185081482, 1.606816291809082]",22,"[0.5833333333333334, 0.75, 0.75, 0.5833333333333334, 0.16666666666666666, 0.5, 0.25, 0.3333333333333333, 1.0, 0.5, 0.5, 0.6666666666666666, 0.8333333333333334, 0.5833333333333334, 0.5833333333333334, 0.5, 1.0, 0.5833333333333334, 0.75, 0.5833333333333334, 0.8333333333333334, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.75, 0.8333333333333334, 0.6666666666666666, 0.5, 0.9166666666666666]","[0.46335697399527187, 0.6784869976359338, 0.6539007092198581, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.46335697399527187, 0.5366430260047281, 0.9900709219858156, 0.5366430260047281, 0.5366430260047281, 0.6321513002364066, 0.6633569739952718, 0.6453900709219859, 0.46335697399527187, 0.6297872340425532, 0.851063829787234, 0.631678486997636, 0.6349881796690308, 0.5054373522458628, 0.6359338061465721, 0.6969267139479906, 0.8009456264775414, 0.6581560283687943, 0.6283687943262412, 0.6685579196217494, 0.46335697399527187, 0.46335697399527187, 0.6652482269503546]",0.6379310344827588,0.6140376620200536,0.8004728132387707
9,19,23,"[1.62783944606781, 1.5981758832931519, 1.5979465246200562, 1.5980581045150757, 1.6209570169448853, 1.6105977296829224, 1.5979818105697632, 1.5982660055160522, 1.5980134010314941, 1.59799063205719, 1.5979814529418945, 1.5979844331741333, 1.5979819297790527, 1.5982242822647095, 1.5980305671691895, 1.597982406616211, 1.5980463027954102, 1.5983093976974487, 1.5980181694030762, 1.5979799032211304, 1.5979841947555542, 1.5980104207992554, 1.5979804992675781]",18,"[0.4166666666666667, 0.5833333333333334, 0.6666666666666666, 0.6666666666666666, 0.9166666666666666, 0.6666666666666666, 0.5, 0.5, 0.5833333333333334, 0.4166666666666667, 0.5833333333333334, 0.6666666666666666, 0.3333333333333333, 0.25, 0.4166666666666667, 0.4166666666666667, 0.6666666666666666, 0.16666666666666666, 0.3333333333333333, 0.5, 0.3333333333333333, 0.5, 0.5833333333333334]","[0.46335697399527187, 0.46335697399527187, 0.5366430260047281, 0.46335697399527187, 0.6321513002364066, 0.7267139479905438, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.46335697399527187, 0.46335697399527187, 0.5366430260047281, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.5366430260047281, 0.5366430260047281, 0.46335697399527187, 0.5366430260047281]",0.5072463768115941,0.520382362010484,0.5366430260047281
