round,client_req,new_updates,avg_loss,queue_size,client_train_acc,client_test_acc,client_train_acc_avg,client_test_acc_avg,accuracy_score
10,20,20,"[1.8645099401474, 1.5980745553970337, 1.597975254058838, 1.6154450178146362, 1.6057629585266113, 1.6091593503952026, 1.607204794883728, 1.6158599853515625, 1.602482795715332, 1.604697346687317, 1.6137661933898926, 1.6039494276046753, 1.6068521738052368, 1.6054683923721313, 1.6056150197982788, 1.6135963201522827, 1.6086468696594238, 1.6048997640609741, 1.6096163988113403, 1.6061054468154907]",18,"[0.75, 0.4166666666666667, 0.5, 0.9166666666666666, 0.6666666666666666, 0.5833333333333334, 0.75, 0.5833333333333334, 0.6666666666666666, 0.5, 0.75, 0.4166666666666667, 0.5833333333333334, 0.4166666666666667, 0.75, 0.6666666666666666, 0.6666666666666666, 0.5833333333333334, 0.5833333333333334, 0.75]","[0.46335697399527187, 0.5366430260047281, 0.5366430260047281, 0.6988179669030733, 0.6217494089834515, 0.5938534278959811, 0.608983451536643, 0.46335697399527187, 0.5966903073286052, 0.5891252955082742, 0.46335697399527187, 0.5947990543735224, 0.6061465721040189, 0.5749408983451537, 0.5985815602836879, 0.584869976359338, 0.5839243498817966, 0.6047281323877068, 0.5432624113475177, 0.5891252955082742]",0.625,0.5726477541371159,0.7366430260047281
11,20,22,"[1.6221858263015747, 1.5979795455932617, 1.6060538291931152, 1.5979801416397095, 1.5979799032211304, 1.5979818105697632, 1.5979806184768677, 1.5979804992675781, 1.5979806184768677, 1.59798002243042, 1.5979796648025513, 1.5979851484298706, 1.59798002243042, 1.5979827642440796, 1.5979809761047363, 1.5979799032211304, 1.5979808568954468, 1.5979814529418945, 1.5979876518249512, 1.5979961156845093, 1.5979849100112915, 1.5979880094528198]",16,"[0.5833333333333334, 0.4166666666666667, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.9166666666666666, 0.75, 0.8333333333333334, 0.5833333333333334, 0.8333333333333334, 0.8333333333333334, 0.9166666666666666, 0.9166666666666666, 0.75, 0.9166666666666666, 0.5, 0.75, 0.8333333333333334, 0.4166666666666667, 0.6666666666666666, 1.0, 1.0]","[0.6378250591016549, 0.5366430260047281, 0.5877068557919621, 0.8477541371158392, 0.851063829787234, 0.8212765957446808, 0.7531914893617021, 0.7513002364066194, 0.7536643026004728, 0.8501182033096927, 0.8581560283687943, 0.9456264775413712, 0.8576832151300237, 0.8132387706855791, 0.8600472813238771, 0.8524822695035461, 0.7513002364066194, 0.8553191489361702, 0.5366430260047281, 0.5366430260047281, 0.984869976359338, 0.9404255319148936]",0.7462121212121211,0.7810444874274662,0.5371158392434988
12,19,16,"[1.5979806184768677, 1.603660225868225, 1.6097737550735474, 1.6120715141296387, 1.6159911155700684, 1.6066359281539917, 1.6123753786087036, 1.6183905601501465, 1.605718970298767, 1.607005000114441, 1.6258846521377563, 1.6143020391464233, 1.6167248487472534, 1.6247245073318481, 1.62644624710083, 1.6328449249267578]",19,"[0.3333333333333333, 0.75, 0.5833333333333334, 0.75, 0.4166666666666667, 0.5, 0.9166666666666666, 0.75, 0.5833333333333334, 0.5, 0.5833333333333334, 0.9166666666666666, 0.5833333333333334, 0.6666666666666666, 0.9166666666666666, 0.75]","[0.5366430260047281, 0.5560283687943263, 0.46335697399527187, 0.6278959810874705, 0.6160756501182033, 0.7276595744680852, 0.7021276595744681, 0.46335697399527187, 0.633096926713948, 0.624113475177305, 0.625531914893617, 0.6832151300236406, 0.6250591016548463, 0.6160756501182033, 0.6203309692671395, 0.6245862884160757]",0.6562499999999999,0.6090721040189127,0.7683215130023641
13,19,17,"[1.5979795455932617, 1.5979951620101929, 1.6113723516464233, 1.6089506149291992, 1.6092647314071655, 1.5980483293533325, 1.5979796648025513, 1.5979799032211304, 1.5979809761047363, 1.5979838371276855, 1.5979796648025513, 1.598061203956604, 1.5979822874069214, 1.5979801416397095, 1.5979865789413452, 1.5979804992675781, 1.5979796648025513]",21,"[0.75, 1.0, 0.8333333333333334, 0.9166666666666666, 0.5, 0.4166666666666667, 0.5833333333333334, 0.5, 0.6666666666666666, 0.75, 0.4166666666666667, 0.75, 0.75, 0.4166666666666667, 0.5833333333333334, 0.6666666666666666, 0.5]","[0.5366430260047281, 0.9744680851063829, 0.6794326241134752, 0.684160756501182, 0.6146572104018913, 0.46335697399527187, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5390070921985816, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281]",0.6470588235294118,0.5798915310805173,0.5366430260047281
14,20,21,"[1.59798002243042, 1.6129918098449707, 1.597982406616211, 1.5979796648025513, 1.6014446020126343, 1.6032015085220337, 1.6192140579223633, 1.6106419563293457, 1.6015650033950806, 1.6027412414550781, 1.6048741340637207, 1.602101445198059, 1.6098575592041016, 1.6049045324325562, 1.6191402673721313, 1.6015793085098267, 1.6052957773208618, 1.605391502380371, 1.606981873512268, 1.6023244857788086, 1.6028341054916382]",20,"[0.8333333333333334, 0.4166666666666667, 0.4166666666666667, 0.5833333333333334, 0.6666666666666666, 0.75, 0.75, 0.5, 0.8333333333333334, 0.6666666666666666, 0.5, 0.5, 0.75, 0.6666666666666666, 0.5, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.8333333333333334, 0.6666666666666666, 0.5]","[0.8468085106382979, 0.5971631205673759, 0.5371158392434988, 0.5366430260047281, 0.6278959810874705, 0.5976359338061465, 0.5796690307328605, 0.7328605200945626, 0.6387706855791963, 0.5877068557919621, 0.5858156028368794, 0.6113475177304964, 0.6023640661938534, 0.7167848699763594, 0.6127659574468085, 0.6184397163120567, 0.5985815602836879, 0.5877068557919621, 0.6042553191489362, 0.6170212765957447, 0.5858156028368794]",0.6349206349206348,0.6201508499380841,0.7796690307328605
15,20,18,"[1.6235209703445435, 1.619621753692627, 1.6045918464660645, 1.6172982454299927, 1.6078823804855347, 1.6143999099731445, 1.5979796648025513, 1.5979820489883423, 1.59798002243042, 1.5979795455932617, 1.5979799032211304, 1.5979952812194824, 1.5979796648025513, 1.5979796648025513, 1.5980359315872192, 1.5979841947555542, 1.597979187965393, 1.597981333732605]",22,"[0.4166666666666667, 0.8333333333333334, 1.0, 0.75, 0.75, 0.5833333333333334, 0.4166666666666667, 0.4166666666666667, 0.5833333333333334, 0.5, 0.5833333333333334, 0.9166666666666666, 0.4166666666666667, 0.8333333333333334, 0.4166666666666667, 0.6666666666666666, 0.75, 0.5]","[0.6113475177304964, 0.6865248226950355, 0.8520094562647754, 0.6647754137115839, 0.6312056737588653, 0.6288416075650118, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.7635933806146572, 0.5366430260047281, 0.5366430260047281, 0.46335697399527187, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281]",0.6296296296296295,0.5926713947990545,0.5366430260047281
16,19,17,"[1.5979833602905273, 1.605790138244629, 1.6117345094680786, 1.5979796648025513, 1.597982406616211, 1.5985018014907837, 1.5982495546340942, 1.5991770029067993, 1.5985751152038574, 1.5989593267440796, 1.6013165712356567, 1.599881649017334, 1.598645567893982, 1.5990585088729858, 1.5984959602355957, 1.598650336265564, 1.6006921529769897]",24,"[0.6666666666666666, 0.5833333333333334, 0.5, 0.3333333333333333, 0.5833333333333334, 0.25, 0.75, 0.75, 0.9166666666666666, 0.8333333333333334, 0.5, 0.8333333333333334, 0.6666666666666666, 0.3333333333333333, 0.4166666666666667, 0.8333333333333334, 0.75]","[0.5366430260047281, 0.5900709219858156, 0.5933806146572104, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.46335697399527187, 0.5366430260047281, 0.8685579196217494, 0.7172576832151301, 0.46335697399527187, 0.6387706855791963, 0.5366430260047281, 0.5366430260047281, 0.5380614657210402, 0.7867612293144208, 0.5399527186761229]",0.6176470588235294,0.5856487275761367,0.6042553191489362
17,20,23,"[1.5979796648025513, 1.5981258153915405, 1.602071762084961, 1.598240852355957, 1.5992978811264038, 1.5980000495910645, 1.597996711730957, 1.597988247871399, 1.5979677438735962, 1.5979491472244263, 1.5979377031326294, 1.5979970693588257, 1.5980267524719238, 1.5981019735336304, 1.5984100103378296, 1.5979629755020142, 1.5979946851730347, 1.5979924201965332, 1.597973346710205, 1.5981985330581665, 1.5979642868041992, 1.598349928855896, 1.5979441404342651]",21,"[0.6666666666666666, 0.4166666666666667, 0.6666666666666666, 0.5833333333333334, 0.25, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.6666666666666666, 0.5, 0.5833333333333334, 0.5, 0.4166666666666667, 0.5, 0.5833333333333334, 0.5, 0.5, 0.08333333333333333, 0.5833333333333334, 0.5, 0.5]","[0.5366430260047281, 0.5366430260047281, 0.6085106382978723, 0.46335697399527187, 0.46335697399527187, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.46335697399527187, 0.46335697399527187, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.46335697399527187, 0.5366430260047281, 0.46335697399527187, 0.5366430260047281]",0.5181159420289856,0.5206496042758763,0.5366430260047281
18,20,22,"[1.5979818105697632, 1.5979799032211304, 1.5980219841003418, 1.6099706888198853, 1.5987281799316406, 1.6823338270187378, 1.7056978940963745, 1.6516199111938477, 1.7156028747558594, 1.737038016319275, 1.7346720695495605, 1.6655573844909668, 1.720129370689392, 1.66549551486969, 1.6975035667419434, 1.6936527490615845, 1.6892179250717163, 1.7206157445907593, 1.7007988691329956, 1.71905517578125, 1.7321292161941528, 1.7133017778396606]",19,"[0.4166666666666667, 0.3333333333333333, 0.5, 0.75, 0.6666666666666666, 0.8333333333333334, 0.9166666666666666, 0.9166666666666666, 0.75, 0.8333333333333334, 0.8333333333333334, 0.75, 0.5, 0.8333333333333334, 0.8333333333333334, 0.6666666666666666, 1.0, 0.5833333333333334, 0.8333333333333334, 0.8333333333333334, 0.6666666666666666, 0.8333333333333334]","[0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5995271867612293, 0.5366430260047281, 0.7697399527186761, 0.7862884160756501, 0.5404255319148936, 0.7735224586288416, 0.7843971631205674, 0.7829787234042553, 0.7796690307328605, 0.7711583924349882, 0.7825059101654847, 0.7848699763593381, 0.782033096926714, 0.7801418439716312, 0.46335697399527187, 0.76548463356974, 0.7777777777777778, 0.7872340425531915, 0.7905437352245863]",0.7310606060606062,0.7021921341070277,0.7304964539007093
19,20,21,"[1.6178669929504395, 1.597979187965393, 1.5980411767959595, 1.5979775190353394, 1.5980029106140137, 1.5980178117752075, 1.597978949546814, 1.5979838371276855, 1.5980440378189087, 1.5980287790298462, 1.5979784727096558, 1.5979975461959839, 1.5979772806167603, 1.597978949546814, 1.5979779958724976, 1.598000168800354, 1.5979796648025513, 1.5979822874069214, 1.5980076789855957, 1.5979794263839722, 1.597978115081787]",18,"[0.8333333333333334, 0.4166666666666667, 0.5, 0.5833333333333334, 0.4166666666666667, 0.5, 0.6666666666666666, 0.25, 0.5833333333333334, 0.5, 0.5, 0.5, 0.5833333333333334, 0.75, 0.6666666666666666, 0.8333333333333334, 0.5833333333333334, 0.5833333333333334, 0.5, 0.5, 0.5833333333333334]","[0.624113475177305, 0.5366430260047281, 0.46335697399527187, 0.5366430260047281, 0.5371158392434988, 0.46335697399527187, 0.5366430260047281, 0.5371158392434988, 0.46335697399527187, 0.46335697399527187, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.46335697399527187, 0.5366430260047281, 0.5366430260047281]",0.5634920634920635,0.523404255319149,0.5366430260047281
20,20,18,"[1.5979795455932617, 1.6019386053085327, 1.599920630455017, 1.602995753288269, 1.7362562417984009, 1.7350850105285645, 1.7374563217163086, 1.7576003074645996, 1.7797516584396362, 1.780398964881897, 1.7436394691467285, 1.7142486572265625, 1.686655044555664, 1.7498821020126343, 1.743493914604187, 1.7159868478775024, 1.7328609228134155, 1.708963394165039]",20,"[0.5, 0.8333333333333334, 0.5833333333333334, 0.8333333333333334, 0.5, 0.8333333333333334, 0.8333333333333334, 0.75, 0.5833333333333334, 0.6666666666666666, 0.9166666666666666, 1.0, 0.75, 0.9166666666666666, 0.5833333333333334, 0.9166666666666666, 0.75, 0.8333333333333334]","[0.5366430260047281, 0.6661938534278959, 0.6245862884160757, 0.706855791962175, 0.7829787234042553, 0.7815602836879433, 0.7702127659574468, 0.7739952718676123, 0.7607565011820331, 0.46335697399527187, 0.7773049645390071, 0.7687943262411348, 0.7739952718676123, 0.7754137115839244, 0.7565011820330969, 0.774468085106383, 0.775886524822695, 0.7650118203309693]",0.7546296296296297,0.7241397425794589,0.783451536643026
21,19,17,"[1.7116461992263794, 1.72872793674469, 1.5980244874954224, 1.5979828834533691, 1.5979803800582886, 1.597983717918396, 1.5979877710342407, 1.5979973077774048, 1.5979828834533691, 1.59799063205719, 1.5979976654052734, 1.5979886054992676, 1.597985863685608, 1.5979799032211304, 1.598002552986145, 1.5979799032211304, 1.5979810953140259]",22,"[1.0, 0.75, 0.5833333333333334, 0.3333333333333333, 0.5, 0.3333333333333333, 0.5833333333333334, 0.75, 0.5, 0.4166666666666667, 0.6666666666666666, 0.4166666666666667, 0.6666666666666666, 0.8333333333333334, 0.75, 0.75, 0.5]","[0.7773049645390071, 0.7768321513002364, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5375886524822695, 0.5366430260047281, 0.5366430260047281, 0.5375886524822695, 0.5366430260047281, 0.5375886524822695, 0.5366430260047281, 0.5366430260047281, 0.5375886524822695, 0.5366430260047281, 0.5366430260047281]",0.6078431372549021,0.5651508830482548,0.5366430260047281
22,18,18,"[1.5979795455932617, 1.6007719039916992, 1.6568647623062134, 1.6680874824523926, 1.645807147026062, 1.6488571166992188, 1.6623586416244507, 1.672093391418457, 1.6847611665725708, 1.6804403066635132, 1.668789029121399, 1.6436033248901367, 1.6646212339401245, 1.6459099054336548, 1.6286650896072388, 1.6401430368423462, 1.6919288635253906, 1.6683472394943237]",22,"[0.5833333333333334, 0.6666666666666666, 0.5, 0.6666666666666666, 0.5833333333333334, 0.6666666666666666, 0.6666666666666666, 0.9166666666666666, 0.5, 0.75, 0.8333333333333334, 0.8333333333333334, 0.9166666666666666, 0.75, 0.5833333333333334, 0.75, 0.8333333333333334, 0.5833333333333334]","[0.5366430260047281, 0.6179669030732861, 0.723404255319149, 0.7196217494089835, 0.7182033096926714, 0.7224586288416076, 0.7219858156028369, 0.7446808510638298, 0.7172576832151301, 0.7177304964539007, 0.7215130023640662, 0.7252955082742317, 0.7257683215130024, 0.7200945626477542, 0.7186761229314421, 0.724822695035461, 0.7210401891252955, 0.46335697399527187]",0.6990740740740741,0.6922511163645916,0.7697399527186761
23,20,23,"[1.5979795455932617, 1.599570631980896, 1.5986629724502563, 1.700060486793518, 1.7998346090316772, 1.5980257987976074, 1.5979825258255005, 1.5980185270309448, 1.5979795455932617, 1.5979810953140259, 1.5979806184768677, 1.5979796648025513, 1.5979799032211304, 1.5979799032211304, 1.5979806184768677, 1.5979799032211304, 1.5979796648025513, 1.5979799032211304, 1.5979806184768677, 1.5979796648025513, 1.59798002243042, 1.5979796648025513, 1.5979799032211304]",19,"[0.5833333333333334, 0.6666666666666666, 0.5833333333333334, 0.75, 0.8333333333333334, 0.5, 0.8333333333333334, 0.6666666666666666, 0.5833333333333334, 0.25, 0.5, 0.5833333333333334, 0.5, 0.5, 0.5833333333333334, 0.6666666666666666, 0.5, 0.4166666666666667, 0.6666666666666666, 0.5833333333333334, 0.4166666666666667, 0.4166666666666667, 0.4166666666666667]","[0.5366430260047281, 0.6368794326241135, 0.5366430260047281, 0.7754137115839244, 0.7768321513002364, 0.46335697399527187, 0.5366430260047281, 0.46335697399527187, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281]",0.5652173913043477,0.5554527700688664,0.5366430260047281
