round,client_req,new_updates,avg_loss,queue_size,client_train_acc,client_test_acc,client_train_acc_avg,client_test_acc_avg,accuracy_score,aggregator_time
0,10,10,"[1.382181167602539, 1.3544380068778992, 1.3813373446464539, 1.3798331320285797, 1.3679786026477814, 1.373536467552185, 1.3794043958187103, 1.3857151865959167, 1.369062215089798, 1.373248040676117]",0,"[0.47619047619047616, 0.6111111111111112, 0.5396825396825397, 0.4444444444444444, 0.49206349206349204, 0.6587301587301587, 0.4523809523809524, 0.3968253968253968, 0.48412698412698413, 0.5079365079365079]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.5063492063492063,0.463356973995272,0.46335697399527187,0.027470111846923828
1,10,10,"[1.3543643057346344, 1.402819275856018, 1.3760766386985779, 1.3925720155239105, 1.362624317407608, 1.3712725639343262, 1.3921710550785065, 1.3734289407730103, 1.3553923666477203, 1.392934113740921]",0,"[0.46825396825396826, 0.5396825396825397, 0.4444444444444444, 0.5793650793650794, 0.4523809523809524, 0.46825396825396826, 0.5634920634920635, 0.3968253968253968, 0.48412698412698413, 0.5873015873015873]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.4984126984126983,0.463356973995272,0.46335697399527187,0.050830841064453125
2,10,10,"[1.4041541516780853, 1.358125001192093, 1.3546115159988403, 1.3514524102210999, 1.4064165651798248, 1.3460286855697632, 1.3756618797779083, 1.344199389219284, 1.401119887828827, 1.352858543395996]",0,"[0.5396825396825397, 0.46825396825396826, 0.49206349206349204, 0.48412698412698413, 0.5238095238095238, 0.5079365079365079, 0.36507936507936506, 0.5, 0.5793650793650794, 0.5317460317460317]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.4992063492063492,0.463356973995272,0.46335697399527187,0.0299379825592041
3,10,10,"[1.4066597819328308, 1.3367650210857391, 1.3291592001914978, 1.361140787601471, 1.353018969297409, 1.3377754390239716, 1.4170864522457123, 1.4186556935310364, 1.3476117551326752, 1.3448831737041473]",0,"[0.6587301587301587, 0.5, 0.49206349206349204, 0.38095238095238093, 0.3968253968253968, 0.48412698412698413, 0.5396825396825397, 0.5317460317460317, 0.47619047619047616, 0.47619047619047616]","[0.46335697399527187, 0.46382978723404256, 0.46382978723404256, 0.4652482269503546, 0.46382978723404256, 0.46382978723404256, 0.46335697399527187, 0.46335697399527187, 0.46382978723404256, 0.46382978723404256]",0.49365079365079356,0.4638297872340426,0.46335697399527187,0.039830923080444336
4,10,10,"[1.3265163898468018, 1.348674476146698, 1.3376452028751373, 1.4279914796352386, 1.426876276731491, 1.3164114952087402, 1.4332451522350311, 1.4460660815238953, 1.4251540303230286, 1.3180936574935913]",0,"[0.48412698412698413, 0.42857142857142855, 0.46825396825396826, 0.5873015873015873, 0.5634920634920635, 0.5079365079365079, 0.5238095238095238, 0.5238095238095238, 0.5793650793650794, 0.5079365079365079]","[0.4789598108747045, 0.4988179669030733, 0.4907801418439716, 0.46335697399527187, 0.46335697399527187, 0.47423167848699765, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.4718676122931442]",0.5174603174603174,0.4731442080378251,0.46335697399527187,0.03719782829284668
5,10,10,"[1.3233775794506073, 1.4448180496692657, 1.336436241865158, 1.2989441454410553, 1.3204610347747803, 1.3234442472457886, 1.327736347913742, 1.3410406112670898, 1.3189951181411743, 1.3237052261829376]",0,"[0.5158730158730159, 0.5714285714285714, 0.4603174603174603, 0.6111111111111112, 0.5079365079365079, 0.5476190476190477, 0.5158730158730159, 0.5, 0.5, 0.5396825396825397]","[0.47092198581560285, 0.46335697399527187, 0.49645390070921985, 0.4652482269503546, 0.475177304964539, 0.4817966903073286, 0.4794326241134752, 0.48936170212765956, 0.4699763593380615, 0.48321513002364064]",0.526984126984127,0.47749408983451536,0.4728132387706856,0.029863834381103516
6,10,10,"[1.3223605751991272, 1.4646143019199371, 1.3064742982387543, 1.3255136907100677, 1.3135854005813599, 1.3261032402515411, 1.3210127353668213, 1.3104988634586334, 1.313823938369751, 1.3083361983299255]",0,"[0.6507936507936508, 0.49206349206349204, 0.5873015873015873, 0.5634920634920635, 0.5317460317460317, 0.5873015873015873, 0.6031746031746031, 0.6349206349206349, 0.5158730158730159, 0.5793650793650794]","[0.6099290780141844, 0.46382978723404256, 0.5664302600472814, 0.624113475177305, 0.5659574468085107, 0.616548463356974, 0.6028368794326241, 0.5583924349881797, 0.577304964539007, 0.5820330969267139]",0.5746031746031746,0.5767375886524821,0.5829787234042553,0.02631092071533203
7,10,10,"[1.2815642058849335, 1.2838939428329468, 1.4665923714637756, 1.2849052250385284, 1.2875292599201202, 1.2597123086452484, 1.29608952999115, 1.3012900948524475, 1.2818638384342194, 1.294269859790802]",0,"[0.6904761904761905, 0.6666666666666666, 0.5238095238095238, 0.6904761904761905, 0.6587301587301587, 0.7380952380952381, 0.6825396825396826, 0.746031746031746, 0.7222222222222222, 0.7222222222222222]","[0.6912529550827423, 0.68274231678487, 0.48321513002364064, 0.7016548463356974, 0.7106382978723405, 0.6458628841607565, 0.7130023640661939, 0.7054373522458629, 0.7049645390070922, 0.7026004728132388]",0.6841269841269841,0.6741371158392435,0.6931442080378251,0.018246889114379883
8,10,10,"[1.495456576347351, 1.259905219078064, 1.2671421468257904, 1.311579942703247, 1.2914629876613617, 1.2956895530223846, 1.5067958235740662, 1.2938028872013092, 1.483826994895935, 1.516357272863388]",0,"[0.42857142857142855, 0.7936507936507936, 0.7936507936507936, 0.7619047619047619, 0.8015873015873016, 0.7698412698412699, 0.40476190476190477, 0.8015873015873016, 0.3888888888888889, 0.4365079365079365]","[0.5777777777777777, 0.7872340425531915, 0.7872340425531915, 0.816548463356974, 0.8127659574468085, 0.8066193853427897, 0.6028368794326241, 0.798581560283688, 0.5768321513002365, 0.5981087470449172]",0.6380952380952382,0.71645390070922,0.7749408983451537,0.0513150691986084
9,10,10,"[1.2789054214954376, 1.5018819868564606, 1.2579366564750671, 1.5008774399757385, 1.5061109364032745, 1.2563284635543823, 1.2696479558944702, 1.4973695278167725, 1.2642555832862854, 1.270372748374939]",0,"[0.8412698412698413, 0.373015873015873, 0.8333333333333334, 0.3412698412698413, 0.373015873015873, 0.8412698412698413, 0.8571428571428571, 0.3253968253968254, 0.7857142857142857, 0.8888888888888888]","[0.8742316784869977, 0.6713947990543735, 0.8520094562647754, 0.6718676122931442, 0.6912529550827423, 0.8520094562647754, 0.864775413711584, 0.6931442080378251, 0.8600472813238771, 0.8657210401891253]",0.6460317460317461,0.789645390070922,0.8368794326241135,0.04647183418273926
