round,client_req,new_updates,avg_loss,queue_size,client_train_acc,client_test_acc,client_train_acc_avg,client_test_acc_avg,accuracy_score,aggregator_time
0,10,6,"[1.382181167602539, 1.3679786026477814, 1.390023112297058, 1.3794043958187103, 1.3857151865959167, 1.369062215089798]",4,"[0.47619047619047616, 0.49206349206349204, 0.3412698412698413, 0.4523809523809524, 0.3968253968253968, 0.48412698412698413]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.44047619047619047,0.4633569739952719,0.46335697399527187,0.022818803787231445
1,10,10,"[1.373248040676117, 1.352518379688263, 1.3574678897857666, 1.3741751313209534, 1.3698261976242065, 1.3609288036823273, 1.3693214058876038, 1.368897944688797, 1.3716258704662323, 1.3685629963874817]",4,"[0.5079365079365079, 0.46825396825396826, 0.4603174603174603, 0.4444444444444444, 0.42063492063492064, 0.4523809523809524, 0.46825396825396826, 0.4365079365079365, 0.3968253968253968, 0.4126984126984127]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.4468253968253969,0.463356973995272,0.46335697399527187,0.02087092399597168
2,9,5,"[1.343790888786316, 1.3384379148483276, 1.3365202844142914, 1.3562909066677094, 1.3456502556800842]",8,"[0.48412698412698413, 0.5079365079365079, 0.5, 0.42063492063492064, 0.5317460317460317]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46382978723404256, 0.46335697399527187]",0.48888888888888893,0.4634515366430261,0.46335697399527187,0.011139154434204102
3,9,7,"[1.349900633096695, 1.330680936574936, 1.3255408108234406, 1.3173449337482452, 1.325329750776291, 1.33819979429245, 1.3304691016674042]",10,"[0.47619047619047616, 0.4523809523809524, 0.5, 0.46825396825396826, 0.5158730158730159, 0.47619047619047616, 0.5]","[0.46335697399527187, 0.4728132387706856, 0.4723404255319149, 0.47139479905437354, 0.4685579196217494, 0.4874704491725768, 0.4723404255319149]",0.48412698412698413,0.4726106045254982,0.47092198581560285,0.022665977478027344
4,9,8,"[1.3823038339614868, 1.3798331320285797, 1.3261475265026093, 1.3270535469055176, 1.3304422497749329, 1.304073542356491, 1.3232271075248718, 1.3094794750213623]",11,"[0.4603174603174603, 0.4444444444444444, 0.47619047619047616, 0.5793650793650794, 0.5952380952380952, 0.5476190476190477, 0.5952380952380952, 0.5793650793650794]","[0.46335697399527187, 0.46335697399527187, 0.475177304964539, 0.5952718676122931, 0.5995271867612293, 0.5418439716312057, 0.5943262411347517, 0.5527186761229315]",0.5347222222222223,0.5356973995271868,0.5328605200945626,0.03991103172302246
5,9,10,"[1.318663328886032, 1.321700006723404, 1.3083470463752747, 1.2895261347293854, 1.2930786907672882, 1.3121317028999329, 1.302453875541687, 1.299828201532364, 1.3171477019786835, 1.2875137329101562]",10,"[0.5079365079365079, 0.5396825396825397, 0.5317460317460317, 0.6428571428571429, 0.6428571428571429, 0.626984126984127, 0.6507936507936508, 0.7142857142857143, 0.6587301587301587, 0.6587301587301587]","[0.4728132387706856, 0.5621749408983452, 0.5560283687943263, 0.6609929078014184, 0.6591016548463356, 0.6926713947990544, 0.6661938534278959, 0.6699763593380614, 0.6860520094562648, 0.6463356973995272]",0.6174603174603175,0.6272340425531915,0.6453900709219859,0.027029991149902344
6,8,8,"[1.3544380068778992, 1.3509396314620972, 1.347466379404068, 1.2891422510147095, 1.2834621965885162, 1.298344761133194, 1.293381005525589, 1.2770810723304749]",10,"[0.6111111111111112, 0.46825396825396826, 0.49206349206349204, 0.746031746031746, 0.7777777777777778, 0.7142857142857143, 0.8015873015873016, 0.7698412698412699]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.766903073286052, 0.7531914893617021, 0.7768321513002364, 0.7645390070921986, 0.7432624113475177]",0.6726190476190477,0.6493498817966903,0.733806146572104,0.03837180137634277
7,10,9,"[1.3279921412467957, 1.2832828760147095, 1.2707522809505463, 1.264233946800232, 1.257877767086029, 1.266730159521103, 1.2826553285121918, 1.2652328312397003, 1.2786541283130646]",11,"[0.6031746031746031, 0.6746031746031746, 0.7619047619047619, 0.8412698412698413, 0.8333333333333334, 0.8650793650793651, 0.8412698412698413, 0.8015873015873016, 0.8571428571428571]","[0.5862884160756501, 0.64822695035461, 0.7442080378250591, 0.810401891252955, 0.8056737588652483, 0.8203309692671394, 0.8283687943262411, 0.8070921985815603, 0.8297872340425532]",0.7865961199294531,0.7644864722878908,0.798581560283688,0.040467262268066406
8,10,9,"[1.353626698255539, 1.3691692352294922, 1.24295112490654, 1.2488084733486176, 1.2632759809494019, 1.2476258873939514, 1.2704833149909973, 1.274324208498001, 1.258236974477768]",12,"[0.48412698412698413, 0.36507936507936506, 0.8650793650793651, 0.8650793650793651, 0.8968253968253969, 0.9126984126984127, 0.8492063492063492, 0.8650793650793651, 0.8333333333333334]","[0.46335697399527187, 0.46382978723404256, 0.8633569739952719, 0.8699763593380615, 0.8803782505910166, 0.8690307328605201, 0.8832151300236407, 0.8836879432624114, 0.873758865248227]",0.7707231040564373,0.7833990018387182,0.8709219858156029,0.021085739135742188
9,8,11,"[1.3313095569610596, 1.2447523176670074, 1.2625089883804321, 1.2303972244262695, 1.2392926216125488, 1.2546728551387787, 1.2417190968990326, 1.2268432974815369, 1.2254534363746643, 1.2222211062908173, 1.2290185987949371]",9,"[0.5952380952380952, 0.8571428571428571, 0.8888888888888888, 0.9047619047619048, 0.9126984126984127, 0.8888888888888888, 0.9365079365079365, 0.9206349206349206, 0.9126984126984127, 0.9285714285714286, 0.9841269841269841]","[0.5910165484633569, 0.8695035460992908, 0.8808510638297873, 0.9144208037825059, 0.9120567375886525, 0.9182033096926714, 0.9182033096926714, 0.915839243498818, 0.9148936170212766, 0.9148936170212766, 0.9134751773049645]",0.8845598845598847,0.8784869976359336,0.9101654846335697,0.03290820121765137
