round,client_req,new_updates,avg_loss,queue_size,client_train_acc,client_test_acc,client_train_acc_avg,client_test_acc_avg,accuracy_score,aggregator_time
0,10,10,"[1.3821812868118286, 1.354437917470932, 1.3813373744487762, 1.3798332810401917, 1.3679785430431366, 1.3735364973545074, 1.379404366016388, 1.385715276002884, 1.3690621852874756, 1.373248040676117]",0,"[0.47619047619047616, 0.6111111111111112, 0.5396825396825397, 0.4444444444444444, 0.49206349206349204, 0.6587301587301587, 0.4523809523809524, 0.3968253968253968, 0.48412698412698413, 0.5079365079365079]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.5063492063492063,0.463356973995272,0.46335697399527187,0.09453606605529785
1,10,10,"[1.3589922785758972, 1.3982934653759003, 1.3800599575042725, 1.3887803256511688, 1.366623878479004, 1.3753360509872437, 1.3878161311149597, 1.3772486746311188, 1.3596159517765045, 1.3888178169727325]",0,"[0.46825396825396826, 0.5396825396825397, 0.4444444444444444, 0.5793650793650794, 0.4523809523809524, 0.46825396825396826, 0.5634920634920635, 0.3968253968253968, 0.48412698412698413, 0.5873015873015873]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.4984126984126983,0.463356973995272,0.46335697399527187,0.09161758422851562
2,10,10,"[1.3932787477970123, 1.368541270494461, 1.3651633858680725, 1.362905502319336, 1.3953839242458344, 1.3574489057064056, 1.3846183717250824, 1.3556589484214783, 1.391344040632248, 1.3634611666202545]",0,"[0.5396825396825397, 0.46825396825396826, 0.49206349206349204, 0.48412698412698413, 0.5238095238095238, 0.5079365079365079, 0.36507936507936506, 0.5, 0.5793650793650794, 0.5317460317460317]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.4992063492063492,0.463356973995272,0.46335697399527187,0.09374642372131348
3,10,10,"[1.3904657363891602, 1.3540100157260895, 1.3476956188678741, 1.3768781423568726, 1.3686815202236176, 1.3560818135738373, 1.399476796388626, 1.4018212258815765, 1.3637924492359161, 1.3628940880298615]",0,"[0.6587301587301587, 0.5, 0.49206349206349204, 0.38095238095238093, 0.3968253968253968, 0.48412698412698413, 0.5396825396825397, 0.5317460317460317, 0.47619047619047616, 0.47619047619047616]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.49365079365079356,0.463356973995272,0.46335697399527187,0.0930941104888916
4,10,10,"[1.3496144115924835, 1.3707534670829773, 1.3596574664115906, 1.404228687286377, 1.4032177031040192, 1.3418904840946198, 1.4083449840545654, 1.4186177253723145, 1.402761459350586, 1.3436989188194275]",0,"[0.47619047619047616, 0.38095238095238093, 0.42857142857142855, 0.5873015873015873, 0.5634920634920635, 0.5, 0.5238095238095238, 0.5238095238095238, 0.5793650793650794, 0.5079365079365079]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.5071428571428571,0.463356973995272,0.46335697399527187,0.0842597484588623
5,10,10,"[1.3482366800308228, 1.4184068143367767, 1.3601948022842407, 1.3260465860366821, 1.3446587920188904, 1.3479661345481873, 1.351963460445404, 1.3632124364376068, 1.3437620997428894, 1.3478213250637054]",0,"[0.5158730158730159, 0.5714285714285714, 0.42857142857142855, 0.6111111111111112, 0.5, 0.5, 0.49206349206349204, 0.4444444444444444, 0.49206349206349204, 0.5079365079365079]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.5063492063492064,0.463356973995272,0.46335697399527187,0.0971977710723877
6,10,10,"[1.3475858271121979, 1.433973342180252, 1.3338356018066406, 1.351985514163971, 1.341046541929245, 1.3515971004962921, 1.3463099598884583, 1.3377015888690948, 1.3402366042137146, 1.3365250527858734]",0,"[0.42857142857142855, 0.49206349206349204, 0.48412698412698413, 0.38095238095238093, 0.4523809523809524, 0.4126984126984127, 0.4603174603174603, 0.5317460317460317, 0.42063492063492064, 0.4603174603174603]","[0.4652482269503546, 0.46335697399527187, 0.46382978723404256, 0.4666666666666667, 0.46382978723404256, 0.4666666666666667, 0.4657210401891253, 0.46382978723404256, 0.46382978723404256, 0.46382978723404256]",0.4523809523809524,0.4646808510638298,0.46382978723404256,0.08106374740600586
7,10,10,"[1.3146426379680634, 1.3160415589809418, 1.4345568418502808, 1.316328763961792, 1.3189546763896942, 1.295326054096222, 1.3262860774993896, 1.3305739760398865, 1.3147186040878296, 1.3249948918819427]",0,"[0.5158730158730159, 0.5238095238095238, 0.5317460317460317, 0.5, 0.46825396825396826, 0.6111111111111112, 0.5079365079365079, 0.5238095238095238, 0.5317460317460317, 0.5476190476190477]","[0.475177304964539, 0.47375886524822697, 0.46335697399527187, 0.48557919621749407, 0.48557919621749407, 0.46713947990543736, 0.4884160756501182, 0.48557919621749407, 0.4874704491725768, 0.48652482269503544]",0.5261904761904762,0.47985815602836884,0.47139479905437354,0.08031654357910156
8,10,10,"[1.456011563539505, 1.298115074634552, 1.302710384130478, 1.3402979671955109, 1.3251590132713318, 1.3274507522583008, 1.4652081727981567, 1.3265841901302338, 1.4467107653617859, 1.4725260138511658]",0,"[0.5317460317460317, 0.5714285714285714, 0.5476190476190477, 0.49206349206349204, 0.5634920634920635, 0.5634920634920635, 0.5079365079365079, 0.5555555555555556, 0.5079365079365079, 0.5158730158730159]","[0.46335697399527187, 0.5470449172576832, 0.5470449172576832, 0.625531914893617, 0.6160756501182033, 0.6009456264775414, 0.46382978723404256, 0.5858156028368794, 0.46335697399527187, 0.46382978723404256]",0.5357142857142857,0.5376832151300237,0.49267139479905436,0.08228445053100586
9,10,10,"[1.321142554283142, 1.451648771762848, 1.3033149242401123, 1.4524294435977936, 1.4568633735179901, 1.3009064495563507, 1.312296986579895, 1.4501445293426514, 1.307367891073227, 1.312444806098938]",0,"[0.626984126984127, 0.5634920634920635, 0.6031746031746031, 0.5396825396825397, 0.5317460317460317, 0.5396825396825397, 0.6190476190476191, 0.5079365079365079, 0.626984126984127, 0.5793650793650794]","[0.6638297872340425, 0.46382978723404256, 0.6203309692671395, 0.46382978723404256, 0.46477541371158393, 0.6132387706855792, 0.6288416075650118, 0.46382978723404256, 0.6226950354609929, 0.631678486997636]",0.5738095238095238,0.5636879432624113,0.5158392434988179,0.0888509750366211
10,10,10,"[1.2981168925762177, 1.4743255972862244, 1.3036148250102997, 1.3257308602333069, 1.3003627955913544, 1.3007935285568237, 1.4727126061916351, 1.317809373140335, 1.2897619009017944, 1.30213063955307]",0,"[0.7301587301587301, 0.5238095238095238, 0.6904761904761905, 0.6825396825396826, 0.6587301587301587, 0.6666666666666666, 0.5714285714285714, 0.6428571428571429, 0.6428571428571429, 0.6984126984126984]","[0.6553191489361702, 0.46761229314420805, 0.6449172576832152, 0.7030732860520095, 0.6557919621749408, 0.6557919621749408, 0.46713947990543736, 0.6747044917257683, 0.6349881796690308, 0.6534278959810875]",0.6507936507936509,0.6212765957446809,0.6156028368794326,0.08877921104431152
11,10,10,"[1.3004238605499268, 1.4610182642936707, 1.4682642817497253, 1.297316461801529, 1.309853047132492, 1.4876249432563782, 1.2829846739768982, 1.32406947016716, 1.276002436876297, 1.298738718032837]",0,"[0.7222222222222222, 0.5714285714285714, 0.49206349206349204, 0.753968253968254, 0.6984126984126984, 0.4365079365079365, 0.7222222222222222, 0.7063492063492064, 0.7222222222222222, 0.753968253968254]","[0.7380614657210401, 0.4846335697399527, 0.4950354609929078, 0.7437352245862884, 0.7598108747044917, 0.5139479905437352, 0.7276595744680852, 0.7739952718676123, 0.7323877068557919, 0.7470449172576832]",0.657936507936508,0.6716312056737588,0.6822695035460993,0.08642148971557617
12,10,10,"[1.2876383066177368, 1.4652104079723358, 1.303196519613266, 1.2703193724155426, 1.272454708814621, 1.4948849380016327, 1.4763001203536987, 1.2847606837749481, 1.2776789665222168, 1.2759355008602142]",0,"[0.753968253968254, 0.4603174603174603, 0.8015873015873016, 0.8253968253968254, 0.7777777777777778, 0.47619047619047616, 0.4523809523809524, 0.7857142857142857, 0.746031746031746, 0.7857142857142857]","[0.7872340425531915, 0.5328605200945626, 0.806146572104019, 0.7806146572104019, 0.7673758865248227, 0.5659574468085107, 0.5546099290780142, 0.7791962174940898, 0.7815602836879433, 0.7815602836879433]",0.6865079365079365,0.7137115839243499,0.7309692671394799,0.09498977661132812
13,10,10,"[1.2895142436027527, 1.2671842575073242, 1.2718480229377747, 1.2698709070682526, 1.2856403589248657, 1.2585099935531616, 1.4857951700687408, 1.2769734859466553, 1.288222759962082, 1.4746887385845184]",0,"[0.8015873015873016, 0.8253968253968254, 0.8253968253968254, 0.8095238095238095, 0.8968253968253969, 0.8492063492063492, 0.3968253968253968, 0.8174603174603174, 0.873015873015873, 0.4126984126984127]","[0.8382978723404255, 0.8113475177304964, 0.8141843971631205, 0.8160756501182033, 0.8373522458628841, 0.808983451536643, 0.6094562647754137, 0.8094562647754137, 0.8307328605200945, 0.6023640661938534]",0.7507936507936508,0.7778250591016549,0.7929078014184398,0.09352254867553711
14,10,10,"[1.2826512455940247, 1.520797312259674, 1.2608972787857056, 1.2652624249458313, 1.2574399411678314, 1.301078349351883, 1.2739279866218567, 1.4991161823272705, 1.2598046362400055, 1.5165296494960785]",0,"[0.8809523809523809, 0.25396825396825395, 0.8492063492063492, 0.873015873015873, 0.873015873015873, 0.8492063492063492, 0.9206349206349206, 0.3333333333333333, 0.9047619047619048, 0.2857142857142857]","[0.8836879432624114, 0.7262411347517731, 0.8732860520094563, 0.8680851063829788, 0.8685579196217494, 0.8898345153664302, 0.8803782505910166, 0.691725768321513, 0.858628841607565, 0.7304964539007093]",0.7023809523809523,0.8270921985815602,0.8368794326241135,0.08782482147216797
