round,client_req,new_updates,avg_loss,queue_size,client_train_acc,client_test_acc,client_train_acc_avg,client_test_acc_avg,accuracy_score
0,20,20,"[2.322599172592163, 2.3205294609069824, 2.3207504749298096, 2.3198299407958984, 2.320923089981079, 2.3219003677368164, 2.321683883666992, 2.3208248615264893, 2.3220112323760986, 2.320530652999878, 2.3222644329071045, 2.3202786445617676, 2.321093797683716, 2.320241689682007, 2.319136381149292, 2.3220789432525635, 2.319809675216675, 2.321903944015503, 2.3205482959747314, 2.31893253326416]",0,"[0.6666666666666666, 0.8333333333333334, 0.5, 0.5833333333333334, 0.5833333333333334, 0.6666666666666666, 0.5, 1.0, 0.5833333333333334, 0.5, 1.0, 0.6666666666666666, 1.0, 0.9166666666666666, 0.6666666666666666, 1.0, 0.9166666666666666, 0.8333333333333334, 0.3333333333333333, 0.5833333333333334]","[0.8505910165484634, 0.5716312056737589, 0.46335697399527187, 0.491725768321513, 0.46335697399527187, 0.46335697399527187, 0.46477541371158393, 0.9735224586288416, 0.46335697399527187, 0.46335697399527187, 0.9943262411347518, 0.46335697399527187, 0.908274231678487, 0.9843971631205674, 0.46335697399527187, 0.9881796690307328, 0.9815602836879432, 0.9026004728132387, 0.46335697399527187, 0.46335697399527187]",0.7166666666666667,0.6640898345153664,0.46335697399527187
1,20,20,"[1.9793353080749512, 1.9946556091308594, 1.8843313455581665, 1.9369697570800781, 1.9778321981430054, 2.040228843688965, 1.9814963340759277, 1.8851951360702515, 1.9003208875656128, 1.9384766817092896, 2.011774778366089, 2.042106866836548, 2.0602710247039795, 1.8601514101028442, 1.9588717222213745, 2.0199506282806396, 2.0089831352233887, 2.0440213680267334, 1.9872857332229614, 1.9643934965133667]",0,"[0.9166666666666666, 1.0, 0.6666666666666666, 0.8333333333333334, 0.4166666666666667, 1.0, 1.0, 0.75, 0.6666666666666666, 0.5833333333333334, 0.4166666666666667, 1.0, 0.5833333333333334, 0.75, 0.75, 0.9166666666666666, 0.3333333333333333, 0.3333333333333333, 0.8333333333333334, 0.4166666666666667]","[0.8170212765957446, 0.9739952718676123, 0.46335697399527187, 0.7678486997635934, 0.46335697399527187, 0.9966903073286052, 0.9962174940898345, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.4718676122931442, 0.9427895981087471, 0.6037825059101655, 0.46335697399527187, 0.6581560283687943, 0.9446808510638298, 0.46335697399527187, 0.46335697399527187, 0.8137115839243498, 0.46335697399527187]",0.7083333333333334,0.6578486997635933,0.6846335697399527
2,20,20,"[1.6168694496154785, 1.6109644174575806, 1.616784930229187, 1.6146467924118042, 1.6317769289016724, 1.6095269918441772, 1.6083102226257324, 1.6049699783325195, 1.6090320348739624, 1.6057229042053223, 1.6266084909439087, 1.6101360321044922, 1.6127375364303589, 1.6189442873001099, 1.6202434301376343, 1.6093755960464478, 1.6224058866500854, 1.6057013273239136, 1.612371563911438, 1.6151150465011597]",0,"[0.5833333333333334, 0.6666666666666666, 0.5, 0.75, 0.4166666666666667, 0.75, 0.6666666666666666, 0.5833333333333334, 0.75, 0.75, 0.3333333333333333, 0.75, 0.5833333333333334, 0.6666666666666666, 0.4166666666666667, 0.9166666666666666, 0.4166666666666667, 0.5, 0.5833333333333334, 0.75]","[0.6638297872340425, 0.6926713947990544, 0.46335697399527187, 0.7144208037825059, 0.46335697399527187, 0.817966903073286, 0.6534278959810875, 0.46335697399527187, 0.46335697399527187, 0.6907801418439716, 0.46335697399527187, 0.7096926713947991, 0.6326241134751773, 0.6893617021276596, 0.46335697399527187, 0.7952718676122932, 0.46335697399527187, 0.6335697399527187, 0.6439716312056738, 0.675177304964539]",0.6166666666666665,0.6128132387706855,0.8359338061465721
3,20,20,"[1.5979877710342407, 1.5979799032211304, 1.59798002243042, 1.5979801416397095, 1.5979843139648438, 1.5979892015457153, 1.5979994535446167, 1.5979804992675781, 1.5979822874069214, 1.5979799032211304, 1.5979852676391602, 1.5981082916259766, 1.5979806184768677, 1.598741888999939, 1.5980162620544434, 1.5979938507080078, 1.5980464220046997, 1.5981216430664062, 1.5979820489883423, 1.5979803800582886]",0,"[0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.16666666666666666, 0.5833333333333334, 0.5, 1.0, 0.6666666666666666, 0.5, 0.5, 0.5, 0.5, 0.4166666666666667, 0.25, 0.4166666666666667, 0.8333333333333334, 0.3333333333333333, 0.3333333333333333, 0.75, 0.4166666666666667]","[0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.9101654846335697, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.46335697399527187, 0.5366430260047281, 0.46335697399527187, 0.5366430260047281, 0.5366430260047281, 0.46335697399527187, 0.46335697399527187, 0.5366430260047281, 0.5366430260047281]",0.5208333333333334,0.540661938534279,0.5371158392434988
4,20,20,"[1.5993151664733887, 1.6000293493270874, 1.5995806455612183, 1.5987753868103027, 1.6011738777160645, 1.6050667762756348, 1.6036149263381958, 1.6016134023666382, 1.600591778755188, 1.5994809865951538, 1.6006455421447754, 1.600359559059143, 1.5986814498901367, 1.6006088256835938, 1.5992331504821777, 1.6009753942489624, 1.5995911359786987, 1.5985957384109497, 1.6009536981582642, 1.5995216369628906]",0,"[0.5833333333333334, 0.9166666666666666, 0.5, 0.4166666666666667, 0.5833333333333334, 0.6666666666666666, 0.5, 0.4166666666666667, 0.6666666666666666, 0.6666666666666666, 0.5, 0.5833333333333334, 0.5, 0.8333333333333334, 0.8333333333333334, 0.5, 0.6666666666666666, 0.5833333333333334, 0.5, 0.9166666666666666]","[0.5366430260047281, 0.766903073286052, 0.5366430260047281, 0.5366430260047281, 0.46335697399527187, 0.8156028368794326, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.8633569739952719, 0.5366430260047281, 0.4666666666666667, 0.5574468085106383, 0.759338061465721, 0.5366430260047281, 0.46335697399527187, 0.5366430260047281, 0.5366430260047281, 0.46335697399527187, 0.8397163120567376]",0.6166666666666667,0.5802836879432625,0.7333333333333333
5,20,20,"[1.597991943359375, 1.5979762077331543, 1.5979962348937988, 1.5980228185653687, 1.5979809761047363, 1.597987174987793, 1.5980257987976074, 1.5981088876724243, 1.5979753732681274, 1.597968578338623, 1.5979725122451782, 1.5979620218276978, 1.5979827642440796, 1.5981119871139526, 1.59797203540802, 1.59798002243042, 1.5980463027954102, 1.597973346710205, 1.5979777574539185, 1.5979708433151245]",0,"[0.4166666666666667, 0.4166666666666667, 0.5833333333333334, 0.5833333333333334, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.16666666666666666, 0.5, 0.5833333333333334, 0.75, 0.6666666666666666, 0.4166666666666667, 0.3333333333333333, 0.5, 0.25, 0.3333333333333333, 0.5833333333333334, 0.5, 0.5]","[0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.46335697399527187, 0.5366430260047281, 0.5366430260047281, 0.46335697399527187, 0.46335697399527187, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281, 0.46335697399527187, 0.5366430260047281, 0.5366430260047281, 0.46335697399527187, 0.5366430260047281, 0.5366430260047281, 0.5366430260047281]",0.4708333333333333,0.5183215130023642,0.5366430260047281
6,20,20,"[1.6379857063293457, 1.6792597770690918, 1.6749510765075684, 1.6457074880599976, 1.6481367349624634, 1.6694282293319702, 1.6649479866027832, 1.6772624254226685, 1.6297945976257324, 1.6508841514587402, 1.6643611192703247, 1.6448144912719727, 1.6312212944030762, 1.6485646963119507, 1.7003062963485718, 1.6262773275375366, 1.6165975332260132, 1.7108550071716309, 1.6536866426467896, 1.648760437965393]",0,"[0.75, 0.5833333333333334, 0.9166666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.8333333333333334, 0.75, 0.5833333333333334, 0.75, 0.75, 0.8333333333333334, 0.5833333333333334, 1.0, 0.8333333333333334, 0.8333333333333334, 0.5833333333333334, 0.6666666666666666, 0.6666666666666666, 0.75]","[0.7177304964539007, 0.6940898345153664, 0.7101654846335698, 0.6926713947990544, 0.7030732860520095, 0.46335697399527187, 0.7583924349881797, 0.548936170212766, 0.7333333333333333, 0.7049645390070922, 0.7035460992907802, 0.724822695035461, 0.7465721040189125, 0.7375886524822695, 0.5418439716312057, 0.7210401891252955, 0.7186761229314421, 0.46335697399527187, 0.6969267139479906, 0.46335697399527187]",0.7333333333333334,0.662222222222222,0.7262411347517731
7,20,20,"[1.597983717918396, 1.5979799032211304, 1.5979844331741333, 1.5979796648025513, 1.5979799032211304, 1.5979918241500854, 1.5979796648025513, 1.5979808568954468, 1.5979799032211304, 1.5979819297790527, 1.59798002243042, 1.5979832410812378, 1.597981572151184, 1.5979814529418945, 1.5980509519577026, 1.59798002243042, 1.5979809761047363, 1.59798002243042, 1.5979853868484497, 1.5979799032211304]",0,"[0.9166666666666666, 0.4166666666666667, 0.9166666666666666, 0.5, 0.5833333333333334, 0.4166666666666667, 0.5, 0.6666666666666666, 0.5, 0.6666666666666666, 0.5833333333333334, 0.9166666666666666, 0.6666666666666666, 0.6666666666666666, 0.25, 0.3333333333333333, 0.4166666666666667, 0.5, 0.75, 0.4166666666666667]","[0.8562647754137116, 0.5664302600472814, 0.8921985815602836, 0.5664302600472814, 0.5664302600472814, 0.5366430260047281, 0.5664302600472814, 0.557919621749409, 0.5664302600472814, 0.6964539007092199, 0.6085106382978723, 0.8921985815602836, 0.5366430260047281, 0.5366430260047281, 0.46335697399527187, 0.5664302600472814, 0.5385342789598109, 0.5607565011820331, 0.8921985815602836, 0.5664302600472814]",0.5791666666666666,0.6266666666666667,0.7905437352245863
8,20,20,"[1.6381855010986328, 1.6679621934890747, 1.6395469903945923, 1.6472573280334473, 1.6276745796203613, 1.6499371528625488, 1.6513344049453735, 1.6464858055114746, 1.6867154836654663, 1.6743303537368774, 1.645639419555664, 1.6469807624816895, 1.6508592367172241, 1.634214997291565, 1.6367734670639038, 1.6430474519729614, 1.6273155212402344, 1.668555736541748, 1.6497095823287964, 1.6974916458129883]",0,"[0.75, 0.5833333333333334, 0.6666666666666666, 0.5833333333333334, 0.9166666666666666, 0.5833333333333334, 0.5, 0.6666666666666666, 0.5, 0.6666666666666666, 0.4166666666666667, 0.75, 0.5833333333333334, 0.75, 0.5833333333333334, 0.75, 0.5833333333333334, 0.6666666666666666, 0.5833333333333334, 0.5833333333333334]","[0.642080378250591, 0.5763593380614658, 0.6189125295508274, 0.46335697399527187, 0.5782505910165484, 0.6449172576832152, 0.6472813238770686, 0.6491725768321513, 0.46335697399527187, 0.6307328605200946, 0.6066193853427896, 0.6430260047281324, 0.6047281323877068, 0.6444444444444445, 0.6141843971631206, 0.46335697399527187, 0.6094562647754137, 0.6222222222222222, 0.46335697399527187, 0.6203309692671395]",0.6333333333333335,0.5903073286052007,0.6732860520094562
9,20,20,"[1.5979810953140259, 1.5979801416397095, 1.5979843139648438, 1.5979799032211304, 1.5979806184768677, 1.59798002243042, 1.5979799032211304, 1.5979809761047363, 1.5979796648025513, 1.5979808568954468, 1.5980056524276733, 1.5979799032211304, 1.5979801416397095, 1.59798002243042, 1.5979832410812378, 1.5979822874069214, 1.597995638847351, 1.5979814529418945, 1.5979803800582886, 1.5979806184768677]",0,"[0.8333333333333334, 0.8333333333333334, 0.5833333333333334, 0.6666666666666666, 0.75, 0.75, 0.5833333333333334, 0.9166666666666666, 1.0, 0.8333333333333334, 0.4166666666666667, 0.5, 0.75, 0.5, 0.75, 0.9166666666666666, 0.5833333333333334, 0.6666666666666666, 0.6666666666666666, 0.8333333333333334]","[0.807565011820331, 0.8033096926713948, 0.5366430260047281, 0.8056737588652483, 0.774468085106383, 0.8028368794326242, 0.8113475177304964, 0.759338061465721, 0.8085106382978723, 0.7583924349881797, 0.5366430260047281, 0.8094562647754137, 0.8033096926713948, 0.8397163120567376, 0.5385342789598109, 0.7995271867612294, 0.5366430260047281, 0.6472813238770686, 0.7631205673758865, 0.8468085106382979]",0.7166666666666666,0.7394562647754137,0.5385342789598109
10,20,20,"[1.6889480352401733, 1.644386887550354, 1.6616581678390503, 1.6852492094039917, 1.6716724634170532, 1.6894335746765137, 1.667847752571106, 1.645994782447815, 1.686405062675476, 1.642290711402893, 1.6783027648925781, 1.661277174949646, 1.6701120138168335, 1.6480544805526733, 1.6260871887207031, 1.692150592803955, 1.646008849143982, 1.6682100296020508, 1.6564397811889648, 1.6902284622192383]",0,"[0.6666666666666666, 0.6666666666666666, 0.8333333333333334, 0.9166666666666666, 0.6666666666666666, 0.6666666666666666, 0.5833333333333334, 0.5, 0.6666666666666666, 0.5, 0.5833333333333334, 0.6666666666666666, 0.75, 0.5833333333333334, 0.75, 0.6666666666666666, 0.5833333333333334, 0.6666666666666666, 0.8333333333333334, 0.6666666666666666]","[0.6652482269503546, 0.6543735224586288, 0.6468085106382979, 0.660047281323877, 0.46335697399527187, 0.6628841607565011, 0.6472813238770686, 0.46335697399527187, 0.6472813238770686, 0.6709219858156028, 0.46335697399527187, 0.6624113475177305, 0.6463356973995272, 0.6567375886524822, 0.6713947990543735, 0.46335697399527187, 0.5366430260047281, 0.46335697399527187, 0.6661938534278959, 0.46335697399527187]",0.6708333333333333,0.5937352245862884,0.46335697399527187
