round,client_req,new_updates,avg_loss,queue_size,client_train_acc,client_test_acc,client_train_acc_avg,client_test_acc_avg,accuracy_score,aggregator_time
0,10,6,"[1.382181167602539, 1.3679786026477814, 1.373536467552185, 1.3794043958187103, 1.3857151865959167, 1.369062215089798]",4,"[0.47619047619047616, 0.49206349206349204, 0.6587301587301587, 0.4523809523809524, 0.3968253968253968, 0.48412698412698413]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.49338624338624343,0.4633569739952719,0.46335697399527187,0.010497093200683594
1,10,10,"[1.373248040676117, 1.3578329682350159, 1.3994540870189667, 1.3789607286453247, 1.3897574543952942, 1.3655714094638824, 1.3742354810237885, 1.3889271914958954, 1.3761766850948334, 1.3899079859256744]",4,"[0.5079365079365079, 0.46825396825396826, 0.5396825396825397, 0.4444444444444444, 0.5793650793650794, 0.4523809523809524, 0.46825396825396826, 0.5634920634920635, 0.3968253968253968, 0.5873015873015873]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.5007936507936508,0.463356973995272,0.46335697399527187,0.012084245681762695
2,9,5,"[1.3633005023002625, 1.357804536819458, 1.3560597002506256, 1.391049325466156, 1.363808810710907]",8,"[0.48412698412698413, 0.5079365079365079, 0.5, 0.5793650793650794, 0.5317460317460317]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.5206349206349207,0.4633569739952719,0.46335697399527187,0.00935816764831543
3,9,7,"[1.3950656950473785, 1.3547390699386597, 1.3508188426494598, 1.3451294898986816, 1.3516653776168823, 1.3620312213897705, 1.354830801486969]",10,"[0.5238095238095238, 0.4523809523809524, 0.47619047619047616, 0.46825396825396826, 0.5158730158730159, 0.4603174603174603, 0.48412698412698413]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.4829931972789116,0.463356973995272,0.46335697399527187,0.01058197021484375
4,9,8,"[1.3813373446464539, 1.3798331320285797, 1.3501337170600891, 1.4103659689426422, 1.3576402366161346, 1.428128033876419, 1.3507983088493347, 1.338967114686966]",11,"[0.5396825396825397, 0.4444444444444444, 0.46825396825396826, 0.5793650793650794, 0.42857142857142855, 0.5079365079365079, 0.4603174603174603, 0.5]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46382978723404256, 0.46335697399527187, 0.46382978723404256, 0.46335697399527187]",0.49107142857142855,0.46347517730496446,0.46335697399527187,0.010809183120727539
5,9,10,"[1.345567524433136, 1.3496462106704712, 1.3388349413871765, 1.3310686945915222, 1.3324667811393738, 1.3487526774406433, 1.3400762975215912, 1.3384563028812408, 1.3538638651371002, 1.3281230330467224]",10,"[0.5, 0.47619047619047616, 0.46825396825396826, 0.5079365079365079, 0.5, 0.3968253968253968, 0.48412698412698413, 0.49206349206349204, 0.4444444444444444, 0.5079365079365079]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46382978723404256, 0.46382978723404256, 0.46382978723404256, 0.46382978723404256, 0.46382978723404256, 0.46382978723404256, 0.46382978723404256]",0.47777777777777775,0.46368794326241136,0.46382978723404256,0.012048006057739258
6,8,8,"[1.3544380068778992, 1.3687911629676819, 1.3654557168483734, 1.436471551656723, 1.3225168585777283, 1.3350260257720947, 1.4352213442325592, 1.448950469493866]",10,"[0.6111111111111112, 0.46825396825396826, 0.49206349206349204, 0.5317460317460317, 0.5158730158730159, 0.4365079365079365, 0.5317460317460317, 0.4365079365079365]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.4765957446808511, 0.49361702127659574, 0.46335697399527187, 0.46335697399527187]",0.5029761904761905,0.4687943262411347,0.46335697399527187,0.010766983032226562
7,10,9,"[1.3555648028850555, 1.4372404515743256, 1.3115870356559753, 1.4394646286964417, 1.3203396797180176, 1.326290249824524, 1.426778793334961, 1.3256933987140656, 1.3347052931785583]",11,"[0.4444444444444444, 0.5, 0.5238095238095238, 0.47619047619047616, 0.5158730158730159, 0.5158730158730159, 0.5317460317460317, 0.5158730158730159, 0.46825396825396826]","[0.46335697399527187, 0.46335697399527187, 0.47375886524822697, 0.46335697399527187, 0.4666666666666667, 0.47139479905437354, 0.46335697399527187, 0.466193853427896, 0.4718676122931442]",0.4991181657848325,0.46703441029682163,0.46382978723404256,0.011538982391357422
8,10,9,"[1.3584817349910736, 1.3847460746765137, 1.448138564825058, 1.4450641870498657, 1.3301339447498322, 1.4447111189365387, 1.3359239101409912, 1.338832825422287, 1.328030675649643]",12,"[0.48412698412698413, 0.36507936507936506, 0.49206349206349204, 0.5079365079365079, 0.47619047619047616, 0.47619047619047616, 0.4365079365079365, 0.5079365079365079, 0.46825396825396826]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.4888888888888889, 0.46335697399527187, 0.4950354609929078, 0.491725768321513, 0.4808510638297872]",0.46825396825396826,0.4748095613343841,0.46382978723404256,0.011274099349975586
9,8,11,"[1.4055370092391968, 1.3162643611431122, 1.330383151769638, 1.3185557425022125, 1.3245265781879425, 1.3340591192245483, 1.3274384438991547, 1.4454236030578613, 1.448590636253357, 1.314579725265503, 1.3201688826084137]",9,"[0.5634920634920635, 0.5, 0.5238095238095238, 0.5079365079365079, 0.5555555555555556, 0.5, 0.5396825396825397, 0.5396825396825397, 0.5714285714285714, 0.5238095238095238, 0.5]","[0.46335697399527187, 0.47139479905437354, 0.4874704491725768, 0.4950354609929078, 0.49692671394799054, 0.4945626477541371, 0.5200945626477541, 0.46335697399527187, 0.46335697399527187, 0.49314420803782505, 0.4988179669030733]",0.5295815295815296,0.4861379754996777,0.4699763593380615,0.01245427131652832
