round,client_req,new_updates,avg_loss,queue_size,client_train_acc,client_test_acc,client_train_acc_avg,client_test_acc_avg,accuracy_score,aggregator_time
0,10,10,"[1.3821812868118286, 1.354437917470932, 1.3823039531707764, 1.3798332810401917, 1.3679785430431366, 1.3900230526924133, 1.379404366016388, 1.385715276002884, 1.3690621852874756, 1.373248040676117]",0,"[0.47619047619047616, 0.6111111111111112, 0.4603174603174603, 0.4444444444444444, 0.49206349206349204, 0.3412698412698413, 0.4523809523809524, 0.3968253968253968, 0.48412698412698413, 0.5079365079365079]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.4666666666666667,0.463356973995272,0.46335697399527187,0.4122328758239746
1,10,10,"[1.3524523079395294, 1.3574342131614685, 1.3742285072803497, 1.369840919971466, 1.360899657011032, 1.3693779408931732, 1.3689135611057281, 1.3717056512832642, 1.3536189794540405, 1.3686027526855469]",0,"[0.46825396825396826, 0.4603174603174603, 0.4444444444444444, 0.42063492063492064, 0.4523809523809524, 0.46825396825396826, 0.4365079365079365, 0.3968253968253968, 0.48412698412698413, 0.4126984126984127]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.4444444444444445,0.463356973995272,0.46335697399527187,0.5095019340515137
2,10,10,"[1.351855993270874, 1.3502494096755981, 1.3467236459255219, 1.3429303169250488, 1.3491646349430084, 1.3375746011734009, 1.3686822056770325, 1.3356486558914185, 1.3556369841098785, 1.3448722958564758]",0,"[0.4603174603174603, 0.46825396825396826, 0.49206349206349204, 0.48412698412698413, 0.47619047619047616, 0.5079365079365079, 0.36507936507936506, 0.5, 0.42063492063492064, 0.5317460317460317]","[0.46382978723404256, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46382978723404256, 0.46335697399527187, 0.46382978723404256, 0.46335697399527187]",0.47063492063492063,0.46349881796690307,0.46335697399527187,0.38623666763305664
3,10,10,"[1.3464524149894714, 1.3249047100543976, 1.3163662254810333, 1.3498171269893646, 1.3420425057411194, 1.3252395689487457, 1.3356772065162659, 1.3346394002437592, 1.3363744914531708, 1.3323896825313568]",0,"[0.3888888888888889, 0.5079365079365079, 0.5, 0.42857142857142855, 0.4444444444444444, 0.49206349206349204, 0.47619047619047616, 0.49206349206349204, 0.47619047619047616, 0.48412698412698413]","[0.5011820330969267, 0.475177304964539, 0.4765957446808511, 0.5030732860520094, 0.4940898345153664, 0.4765957446808511, 0.4874704491725768, 0.4851063829787234, 0.4817966903073286, 0.4808510638297872]",0.46904761904761905,0.4861938534278959,0.48605200945626476,0.64913010597229
4,10,10,"[1.3110365867614746, 1.3336163461208344, 1.3226151764392853, 1.3214838206768036, 1.3224177062511444, 1.2996035516262054, 1.3156521022319794, 1.3008645474910736, 1.3251936435699463, 1.3011309206485748]",0,"[0.6031746031746031, 0.5714285714285714, 0.6587301587301587, 0.5634920634920635, 0.5793650793650794, 0.5952380952380952, 0.6031746031746031, 0.6190476190476191, 0.6111111111111112, 0.5873015873015873]","[0.5976359338061465, 0.6439716312056738, 0.6321513002364066, 0.6293144208037825, 0.6245862884160757, 0.5957446808510638, 0.6099290780141844, 0.5985815602836879, 0.6278959810874705, 0.5895981087470449]",0.5992063492063491,0.6149408983451536,0.6174940898345154,0.43698692321777344
5,10,10,"[1.2880260944366455, 1.2837772965431213, 1.3023496866226196, 1.2602517306804657, 1.2855486571788788, 1.2883535623550415, 1.2925919592380524, 1.3088942468166351, 1.2838557958602905, 1.2887950241565704]",0,"[0.7301587301587301, 0.6746031746031746, 0.7936507936507936, 0.7619047619047619, 0.7142857142857143, 0.7936507936507936, 0.7619047619047619, 0.7063492063492064, 0.6984126984126984, 0.7698412698412699]","[0.7167848699763594, 0.7342789598108747, 0.7546099290780142, 0.6780141843971631, 0.7257683215130024, 0.7319148936170212, 0.7314420803782505, 0.7446808510638298, 0.7210401891252955, 0.7361702127659574]",0.7404761904761905,0.7274704491725767,0.7304964539007093,0.4858510494232178
6,10,10,"[1.2881293892860413, 1.2628513872623444, 1.2698824107646942, 1.2897149920463562, 1.2771615982055664, 1.291567474603653, 1.2865656018257141, 1.2737798988819122, 1.2784534394741058, 1.2706336677074432]",0,"[0.8412698412698413, 0.8015873015873016, 0.8492063492063492, 0.8095238095238095, 0.7777777777777778, 0.8412698412698413, 0.8650793650793651, 0.8333333333333334, 0.8174603174603174, 0.8174603174603174]","[0.8335697399527187, 0.8014184397163121, 0.8094562647754137, 0.8430260047281324, 0.8174940898345153, 0.8387706855791962, 0.8302600472813239, 0.8127659574468085, 0.8170212765957446, 0.817966903073286]",0.8253968253968254,0.8221749408983452,0.8212765957446808,0.39185404777526855
7,10,10,"[1.2403010427951813, 1.2439046502113342, 1.2646211981773376, 1.2458106577396393, 1.2481912672519684, 1.2153013050556183, 1.2581562399864197, 1.2643453776836395, 1.2409684360027313, 1.2560966908931732]",0,"[0.9047619047619048, 0.8650793650793651, 0.8809523809523809, 0.8492063492063492, 0.873015873015873, 0.9444444444444444, 0.8492063492063492, 0.8650793650793651, 0.9126984126984127, 0.8968253968253969]","[0.8784869976359339, 0.8808510638297873, 0.891725768321513, 0.8832151300236407, 0.8888888888888888, 0.8567375886524823, 0.8921985815602836, 0.885579196217494, 0.8832151300236407, 0.8822695035460993]",0.8841269841269842,0.8823167848699764,0.8817966903073287,0.4635040760040283
8,10,10,"[1.234096348285675, 1.2159403264522552, 1.225927621126175, 1.2766932845115662, 1.2512160241603851, 1.2581980526447296, 1.2228702008724213, 1.2552272975444794, 1.2476799190044403, 1.2109073996543884]",0,"[0.9126984126984127, 0.8968253968253969, 0.9523809523809523, 0.9126984126984127, 0.9126984126984127, 0.9126984126984127, 0.9285714285714286, 0.9126984126984127, 0.9047619047619048, 0.9126984126984127]","[0.9257683215130024, 0.9224586288416076, 0.9200945626477541, 0.9352245862884161, 0.9333333333333333, 0.9309692671394799, 0.9163120567375886, 0.9281323877068558, 0.9224586288416076, 0.9191489361702128]",0.915873015873016,0.9253900709219858,0.9257683215130024,0.7462446689605713
9,10,10,"[1.2310080528259277, 1.2204359769821167, 1.2077036798000336, 1.2254498898983002, 1.2193531692028046, 1.2065377831459045, 1.2218278646469116, 1.2280676066875458, 1.2158197462558746, 1.222594976425171]",0,"[0.9206349206349206, 0.9682539682539683, 0.9444444444444444, 0.9206349206349206, 0.9047619047619048, 0.9126984126984127, 0.9444444444444444, 0.9365079365079365, 0.9603174603174603, 0.9444444444444444]","[0.9498817966903074, 0.9451536643026005, 0.9437352245862884, 0.9475177304964539, 0.9470449172576832, 0.9451536643026005, 0.9475177304964539, 0.9437352245862884, 0.9451536643026005, 0.9470449172576832]",0.9357142857142857,0.9461938534278961,0.9456264775413712,0.6650090217590332
10,10,10,"[1.186263769865036, 1.176099270582199, 1.195597618818283, 1.2254971265792847, 1.1893062889575958, 1.1949582695960999, 1.1797763109207153, 1.2161476612091064, 1.1744878590106964, 1.1911708116531372]",0,"[0.9603174603174603, 0.9682539682539683, 0.9365079365079365, 0.9841269841269841, 0.9206349206349206, 0.9682539682539683, 0.9444444444444444, 0.9523809523809523, 0.9365079365079365, 0.9285714285714286]","[0.9588652482269504, 0.9598108747044918, 0.9593380614657211, 0.9673758865248226, 0.9635933806146572, 0.9598108747044918, 0.9593380614657211, 0.9635933806146572, 0.9612293144208038, 0.9612293144208038]",0.95,0.9614184397163121,0.9621749408983451,0.4194934368133545
