round,client_req,new_updates,avg_loss,queue_size,client_train_acc,client_test_acc,accuracy_score
782,10,11,"[10.80984959602356, 10.6303049325943, 10.631773781776428, 10.942112064361572, 10.620149660110474, 10.854700136184693, 10.743278789520264, 10.839640402793885, 10.835036325454713, 10.836878085136414, 10.795100569725037]",5,"[0.555, 0.5516666666666666, 0.5783333333333334, 0.5616666666666666, 0.5083333333333333, 0.6666666666666666, 0.6366666666666667, 0.475, 0.5116666666666667, 0.48833333333333334, 0.4583333333333333]","[0.5056, 0.4967, 0.5061, 0.5011, 0.4847, 0.593, 0.5592, 0.448, 0.5033, 0.4653, 0.4445]",0.2586
783,10,10,"[11.053563237190247, 10.874755358695984, 10.968801712989807, 10.870707559585572, 11.40183641910553, 10.828721594810485, 10.677043628692626, 10.879670667648316, 10.990357327461243, 10.773584246635437]",5,"[0.5133333333333333, 0.495, 0.47833333333333333, 0.5966666666666667, 0.5116666666666667, 0.5966666666666667, 0.5916666666666667, 0.525, 0.605, 0.57]","[0.4848, 0.4744, 0.4638, 0.5474, 0.4946, 0.5575, 0.5316, 0.4948, 0.5609, 0.5097]",0.1957
784,9,8,"[10.684472227096558, 10.837212371826173, 10.817198348045348, 10.907716083526612, 10.960201001167297, 10.823617506027222, 10.682714748382569, 10.754281949996948]",6,"[0.5016666666666667, 0.5933333333333334, 0.645, 0.5683333333333334, 0.59, 0.5016666666666667, 0.5133333333333333, 0.5216666666666666]","[0.4624, 0.5487, 0.5444, 0.5068, 0.5617, 0.4878, 0.4607, 0.4794]",0.2646
785,10,7,"[10.929438138008118, 10.74011561870575, 10.907456374168396, 10.78313913345337, 11.005419993400574, 10.778652310371399, 10.77283182144165]",9,"[0.5433333333333333, 0.5083333333333333, 0.5383333333333333, 0.535, 0.495, 0.5683333333333334, 0.5933333333333334]","[0.4806, 0.4576, 0.5146, 0.5021, 0.4559, 0.5055, 0.5625]",0.2091
786,10,11,"[10.818034911155701, 11.870110464096069, 10.74944703578949, 10.83639121055603, 10.711372256278992, 10.804093670845031, 10.706710982322694, 10.74134349822998, 10.769691038131715, 10.787650632858277, 10.670713210105896]",8,"[0.5916666666666667, 0.49666666666666665, 0.52, 0.5583333333333333, 0.5066666666666667, 0.49666666666666665, 0.555, 0.57, 0.565, 0.615, 0.5966666666666667]","[0.5061, 0.4352, 0.4862, 0.5259, 0.4759, 0.4781, 0.509, 0.5194, 0.5097, 0.5383, 0.5243]",0.2767
787,9,8,"[10.84032621383667, 11.064831399917603, 10.735904932022095, 10.67675485610962, 11.2249507188797, 10.620346283912658, 10.660406351089478, 10.668797779083253]",9,"[0.625, 0.52, 0.5433333333333333, 0.5783333333333334, 0.5433333333333333, 0.5, 0.52, 0.615]","[0.5912, 0.4729, 0.4913, 0.5175, 0.4888, 0.4571, 0.4726, 0.5579]",0.288
788,10,14,"[10.795354986190796, 11.062591886520385, 10.913128018379211, 10.776358795166015, 10.647054886817932, 11.244966459274291, 11.183494067192077, 11.31237871646881, 10.82921359539032, 10.896324729919433, 10.757433462142945, 10.95618028640747, 10.748013710975647, 10.871388721466065]",5,"[0.5216666666666666, 0.5183333333333333, 0.475, 0.5416666666666666, 0.5733333333333334, 0.505, 0.5333333333333333, 0.5316666666666666, 0.5166666666666667, 0.5966666666666667, 0.4816666666666667, 0.49, 0.5916666666666667, 0.47333333333333333]","[0.5039, 0.5031, 0.4345, 0.4822, 0.5211, 0.4631, 0.4664, 0.4893, 0.4812, 0.5573, 0.465, 0.4961, 0.5074, 0.4649]",0.197
789,9,13,"[10.887070393562317, 10.770119571685791, 10.856861090660095, 10.903274011611938, 10.941737842559814, 10.91868598461151, 10.79082555770874, 10.951267313957214, 10.862971138954162, 10.972949552536011, 10.739099907875062, 10.908182454109191, 10.835461902618409]",1,"[0.5416666666666666, 0.5166666666666667, 0.5233333333333333, 0.49833333333333335, 0.43333333333333335, 0.5016666666666667, 0.5866666666666667, 0.4766666666666667, 0.5666666666666667, 0.6233333333333333, 0.6166666666666667, 0.5566666666666666, 0.52]","[0.4879, 0.5056, 0.4962, 0.4704, 0.4113, 0.502, 0.5368, 0.4741, 0.5068, 0.5357, 0.5461, 0.4857, 0.4504]",0.2154
790,10,6,"[10.816317439079285, 10.828931331634521, 10.781529235839844, 10.75235719680786, 11.378725576400758, 10.813843417167664]",5,"[0.5033333333333333, 0.6566666666666666, 0.5783333333333334, 0.545, 0.5066666666666667, 0.53]","[0.4799, 0.5893, 0.5184, 0.5403, 0.4471, 0.496]",0.0892
791,9,9,"[11.119857549667358, 11.065672779083252, 10.881802845001221, 11.204751467704773, 10.849692702293396, 10.832016587257385, 10.862203788757324, 11.014752888679505, 10.877484893798828]",5,"[0.5066666666666667, 0.5933333333333334, 0.5083333333333333, 0.4816666666666667, 0.5216666666666666, 0.5616666666666666, 0.5233333333333333, 0.61, 0.49666666666666665]","[0.5006, 0.5519, 0.4847, 0.4767, 0.4589, 0.4861, 0.4805, 0.5596, 0.4719]",0.0892
792,9,11,"[10.696133303642274, 10.811035537719727, 11.116344594955445, 11.271376395225525, 11.079847407341003, 11.016964554786682, 11.42026150226593, 11.308986258506774, 10.98680214881897, 10.991749167442322, 11.074817204475403]",3,"[0.525, 0.4816666666666667, 0.49833333333333335, 0.585, 0.49333333333333335, 0.6016666666666667, 0.5283333333333333, 0.47, 0.495, 0.5916666666666667, 0.5033333333333333]","[0.4837, 0.4857, 0.4979, 0.5233, 0.4431, 0.5332, 0.4698, 0.4558, 0.4719, 0.5376, 0.4819]",0.1039
793,10,10,"[11.004834699630738, 10.918990087509155, 10.7170889377594, 10.919599342346192, 10.718623638153076, 10.82432472705841, 10.979368567466736, 10.667627000808716, 10.877130627632141, 11.068801236152648]",3,"[0.52, 0.5216666666666666, 0.4716666666666667, 0.6133333333333333, 0.5966666666666667, 0.5266666666666666, 0.5933333333333334, 0.5233333333333333, 0.6233333333333333, 0.625]","[0.4914, 0.4946, 0.459, 0.584, 0.5382, 0.5052, 0.5526, 0.4974, 0.5472, 0.5475]",0.1852
794,10,7,"[10.817809367179871, 11.006866455078125, 10.96750259399414, 10.821468544006347, 10.940798544883728, 11.046839141845703, 10.822085571289062]",6,"[0.55, 0.4816666666666667, 0.5016666666666667, 0.5483333333333333, 0.5666666666666667, 0.515, 0.49166666666666664]","[0.5186, 0.469, 0.4455, 0.4918, 0.5065, 0.4856, 0.4527]",0.1961
795,7,7,"[10.94998140335083, 10.793370771408082, 11.358141350746155, 10.690300798416137, 10.944040441513062, 10.996502113342284, 11.037089204788208]",6,"[0.545, 0.5083333333333333, 0.5033333333333333, 0.5716666666666667, 0.6683333333333333, 0.5433333333333333, 0.5016666666666667]","[0.5071, 0.4574, 0.4748, 0.5321, 0.6269, 0.4763, 0.4685]",0.1706
796,10,6,"[10.871684265136718, 10.93276650905609, 10.755107212066651, 10.807277274131774, 10.841284275054932, 10.703519058227538]",10,"[0.5516666666666666, 0.5833333333333334, 0.5716666666666667, 0.62, 0.48333333333333334, 0.5683333333333334]","[0.4742, 0.5375, 0.5181, 0.5733, 0.4843, 0.5169]",0.0892
797,8,9,"[10.681013321876526, 10.981873202323914, 10.836773014068603, 10.773917245864869, 10.82289969921112, 10.922212028503418, 11.037994027137756, 10.743347930908204, 10.785970425605774]",9,"[0.5766666666666667, 0.5383333333333333, 0.615, 0.5966666666666667, 0.5183333333333333, 0.5133333333333333, 0.5816666666666667, 0.505, 0.5716666666666667]","[0.5372, 0.4857, 0.5475, 0.5447, 0.5017, 0.4575, 0.5561, 0.4926, 0.5327]",0.157
798,9,10,"[10.747671723365784, 10.994999313354493, 11.12447555065155, 10.819385313987732, 11.715688133239746, 10.930236959457398, 10.922861099243164, 11.183368825912476, 10.887312197685242, 11.241684556007385]",8,"[0.5616666666666666, 0.6633333333333333, 0.5466666666666666, 0.5283333333333333, 0.44333333333333336, 0.5733333333333334, 0.465, 0.585, 0.61, 0.45]","[0.5373, 0.5967, 0.4959, 0.4826, 0.4219, 0.5106, 0.4576, 0.5582, 0.5866, 0.4345]",0.0892
799,8,11,"[11.114349484443665, 10.906086421012878, 10.755203294754029, 10.769056749343871, 12.535138416290284, 11.281461024284363, 11.118397879600526, 11.635847067832946, 11.878259468078614, 11.242806696891785, 11.301744508743287]",5,"[0.41333333333333333, 0.5716666666666667, 0.52, 0.5216666666666666, 0.47, 0.5466666666666666, 0.595, 0.505, 0.4816666666666667, 0.5116666666666667, 0.5433333333333333]","[0.3865, 0.5258, 0.4488, 0.5104, 0.4533, 0.4977, 0.5269, 0.4875, 0.4481, 0.4781, 0.5007]",0.1992
800,9,9,"[10.843081593513489, 11.012331652641297, 11.226744604110717, 11.587707018852234, 11.007918190956115, 11.032617354393006, 10.809141659736634, 11.08748700618744, 10.721277141571045]",5,"[0.6083333333333333, 0.525, 0.505, 0.31333333333333335, 0.47333333333333333, 0.5983333333333334, 0.585, 0.5916666666666667, 0.5366666666666666]","[0.5483, 0.487, 0.4928, 0.2713, 0.4213, 0.5438, 0.5081, 0.5233, 0.4729]",0.0892
801,9,6,"[10.842187404632568, 10.994777345657349, 11.070897674560547, 10.847618699073792, 11.150431609153747, 11.067368745803833]",8,"[0.625, 0.49333333333333335, 0.55, 0.535, 0.48, 0.54]","[0.561, 0.4846, 0.5007, 0.5051, 0.4189, 0.5106]",0.0892
802,8,6,"[11.314138555526734, 11.319972515106201, 11.256810283660888, 11.333435416221619, 11.111957693099976, 10.990840721130372]",10,"[0.5066666666666667, 0.435, 0.595, 0.5666666666666667, 0.47833333333333333, 0.495]","[0.4389, 0.4077, 0.5368, 0.5136, 0.4642, 0.4529]",0.0892
803,10,10,"[10.880842065811157, 11.191731691360474, 11.070602369308471, 11.617554211616516, 11.630728435516357, 10.938603854179382, 11.07425229549408, 11.273074221611022, 11.10254247188568, 11.308317065238953]",10,"[0.5, 0.415, 0.5483333333333333, 0.5583333333333333, 0.5533333333333333, 0.525, 0.595, 0.36333333333333334, 0.49333333333333335, 0.45]","[0.4714, 0.4116, 0.4892, 0.4987, 0.5089, 0.4905, 0.5773, 0.3273, 0.4884, 0.3973]",0.2643
804,10,15,"[11.01714596748352, 10.85132691860199, 11.611645054817199, 10.96782169342041, 11.050685834884643, 12.05454969406128, 10.824484181404113, 10.887719321250916, 11.54197962284088, 10.770990896224976, 10.867942929267883, 10.93052031993866, 11.271404695510864, 10.914840126037598, 11.114366626739502]",5,"[0.58, 0.51, 0.39166666666666666, 0.4766666666666667, 0.5733333333333334, 0.43333333333333335, 0.635, 0.53, 0.39166666666666666, 0.495, 0.555, 0.51, 0.5016666666666667, 0.5483333333333333, 0.5483333333333333]","[0.5582, 0.4891, 0.3827, 0.4767, 0.5039, 0.4237, 0.5473, 0.4801, 0.3761, 0.4611, 0.4763, 0.506, 0.4976, 0.5245, 0.498]",0.1978
805,10,12,"[10.926042199134827, 11.076353597640992, 10.909536480903625, 10.70403823852539, 10.834943580627442, 10.949998664855958, 11.045510625839233, 11.344123363494873, 11.290166115760803, 11.280442142486573, 10.926932287216186, 11.070009779930114]",3,"[0.49666666666666665, 0.515, 0.5733333333333334, 0.5433333333333333, 0.61, 0.5716666666666667, 0.5316666666666666, 0.46166666666666667, 0.45666666666666667, 0.4266666666666667, 0.5816666666666667, 0.455]","[0.4696, 0.5025, 0.5335, 0.4982, 0.5507, 0.543, 0.5158, 0.4472, 0.4122, 0.3971, 0.5226, 0.4767]",0.1672
806,10,6,"[12.030001735687256, 10.863433742523194, 11.072228956222535, 11.403816390037537, 11.020914554595947, 11.438755059242249]",7,"[0.49666666666666665, 0.5, 0.5583333333333333, 0.495, 0.4816666666666667, 0.565]","[0.4696, 0.479, 0.4823, 0.4568, 0.4346, 0.5418]",0.1135
807,9,10,"[10.93002097606659, 11.082046794891358, 10.897959232330322, 10.930636262893676, 11.205585718154907, 10.856659412384033, 10.82111759185791, 11.05287709236145, 10.78410358428955, 11.241001296043397]",6,"[0.5416666666666666, 0.52, 0.51, 0.48333333333333334, 0.485, 0.47833333333333333, 0.555, 0.4866666666666667, 0.4866666666666667, 0.4483333333333333]","[0.5277, 0.4984, 0.5002, 0.4639, 0.4334, 0.4429, 0.519, 0.4162, 0.4585, 0.4452]",0.2632
808,9,10,"[10.922673606872559, 11.044797706604005, 11.363003087043761, 10.808900952339172, 10.76765160560608, 10.857104539871216, 10.877159523963929, 10.890862321853637, 11.51577548980713, 11.17935094833374]",5,"[0.6633333333333333, 0.5466666666666666, 0.40166666666666667, 0.5166666666666667, 0.6066666666666667, 0.5566666666666666, 0.53, 0.58, 0.47, 0.3933333333333333]","[0.6026, 0.4982, 0.4074, 0.5098, 0.5379, 0.5299, 0.481, 0.5678, 0.4226, 0.3823]",0.0892
809,10,8,"[10.720451474189758, 11.10117027759552, 10.91061041355133, 11.168858695030213, 11.29603133201599, 11.045237064361572, 11.045392322540284, 10.933097696304321]",7,"[0.6033333333333334, 0.43166666666666664, 0.6533333333333333, 0.43, 0.4666666666666667, 0.6316666666666667, 0.4583333333333333, 0.52]","[0.5628, 0.4096, 0.589, 0.3949, 0.4615, 0.5717, 0.4273, 0.467]",0.1764
810,10,10,"[11.439879679679871, 11.241854262351989, 11.181573820114135, 10.93348274230957, 10.854305529594422, 11.33957314491272, 10.746501803398132, 11.022457265853882, 10.804379773139953, 10.778659510612489]",7,"[0.48333333333333334, 0.5016666666666667, 0.555, 0.57, 0.6033333333333334, 0.4716666666666667, 0.6366666666666667, 0.5933333333333334, 0.49, 0.545]","[0.4492, 0.4804, 0.5011, 0.5427, 0.5542, 0.4917, 0.5556, 0.5675, 0.4755, 0.5096]",0.1982
811,10,11,"[10.920437264442445, 11.12463400363922, 10.821344637870789, 10.800543665885925, 10.910945558547974, 10.852942061424255, 10.811734867095947, 10.754139065742493, 10.920776867866516, 10.736213850975037, 10.896640944480897]",6,"[0.455, 0.7033333333333334, 0.5566666666666666, 0.53, 0.5616666666666666, 0.47, 0.555, 0.49, 0.565, 0.5816666666666667, 0.465]","[0.4163, 0.6328, 0.5124, 0.517, 0.5142, 0.4359, 0.4894, 0.4709, 0.5237, 0.5244, 0.4519]",0.118
812,10,13,"[11.062882924079895, 10.947127151489259, 10.850812602043153, 10.888766026496887, 11.379954218864441, 10.928954768180848, 11.203961515426636, 11.39097981452942, 11.085651421546936, 10.871952199935913, 11.112595319747925, 11.003806281089783, 11.748849081993104]",3,"[0.5366666666666666, 0.5583333333333333, 0.57, 0.545, 0.445, 0.5816666666666667, 0.48833333333333334, 0.46, 0.59, 0.49, 0.44666666666666666, 0.5566666666666666, 0.54]","[0.4765, 0.5376, 0.5321, 0.5231, 0.4191, 0.5436, 0.445, 0.4603, 0.5587, 0.4038, 0.4147, 0.536, 0.4889]",0.0892
813,10,7,"[10.873785018920898, 10.941401863098145, 10.947208261489868, 11.18802764415741, 11.08886284828186, 10.944708466529846, 11.279626774787904]",6,"[0.49, 0.5866666666666667, 0.5816666666666667, 0.545, 0.5066666666666667, 0.5216666666666666, 0.48833333333333334]","[0.4453, 0.5294, 0.5273, 0.5085, 0.4699, 0.4968, 0.4631]",0.2938
814,10,9,"[11.213083100318908, 11.139654064178467, 11.345712113380433, 11.5439293384552, 10.864066362380981, 11.096464204788209, 11.65287697315216, 11.592205047607422, 11.176361107826233]",7,"[0.43166666666666664, 0.6283333333333333, 0.4083333333333333, 0.5183333333333333, 0.5833333333333334, 0.5166666666666667, 0.405, 0.46, 0.5166666666666667]","[0.4135, 0.561, 0.3914, 0.4632, 0.5264, 0.4638, 0.4087, 0.4259, 0.5077]",0.2848
815,9,6,"[10.61553909778595, 11.195592164993286, 11.739590692520142, 11.251891255378723, 11.002703046798706, 11.312381505966187]",10,"[0.6716666666666666, 0.40166666666666667, 0.45, 0.5133333333333333, 0.42833333333333334, 0.495]","[0.5871, 0.3862, 0.408, 0.5388, 0.4009, 0.4931]",0.0912
816,9,13,"[11.159126448631287, 10.760661172866822, 11.02274649143219, 10.836290788650512, 10.918912506103515, 11.108155274391175, 10.891638255119323, 10.892536497116089, 11.289209365844727, 10.814172267913818, 11.073130989074707, 11.114443588256837, 11.222928285598755]",6,"[0.5716666666666667, 0.53, 0.5833333333333334, 0.56, 0.4866666666666667, 0.49166666666666664, 0.49166666666666664, 0.47833333333333333, 0.41333333333333333, 0.66, 0.46, 0.54, 0.51]","[0.5314, 0.4904, 0.5251, 0.5012, 0.4287, 0.4685, 0.4815, 0.4248, 0.403, 0.5787, 0.4343, 0.4938, 0.4911]",0.198
817,8,7,"[10.860461974143982, 10.858444428443908, 10.802947735786438, 10.699074006080627, 10.900012135505676, 10.807595348358154, 10.79775366783142]",7,"[0.6016666666666667, 0.525, 0.45666666666666667, 0.5516666666666666, 0.5166666666666667, 0.5933333333333334, 0.6166666666666667]","[0.5181, 0.4755, 0.4594, 0.4862, 0.4987, 0.538, 0.5633]",0.2329
818,10,14,"[11.096152424812317, 11.209855723381043, 11.074748849868774, 11.565524196624756, 10.790693998336792, 10.801839995384217, 10.805787062644958, 10.992579627037049, 10.72807424068451, 10.968413400650025, 10.967843270301818, 10.881051993370056, 10.99783775806427, 11.106412291526794]",3,"[0.5083333333333333, 0.5116666666666667, 0.5566666666666666, 0.43, 0.6016666666666667, 0.5266666666666666, 0.555, 0.65, 0.5783333333333334, 0.5333333333333333, 0.5816666666666667, 0.56, 0.5316666666666666, 0.57]","[0.4851, 0.4882, 0.5043, 0.4041, 0.5226, 0.5098, 0.4907, 0.5879, 0.5382, 0.5088, 0.5127, 0.5188, 0.4965, 0.5381]",0.1986
819,10,8,"[11.587776136398315, 10.917415356636047, 11.241522407531738, 10.913118505477906, 10.854058337211608, 10.915751886367797, 11.199261331558228, 11.03681185245514]",5,"[0.45, 0.445, 0.485, 0.47833333333333333, 0.625, 0.6133333333333333, 0.5466666666666666, 0.5283333333333333]","[0.4186, 0.4441, 0.4892, 0.4549, 0.5595, 0.5587, 0.5065, 0.484]",0.3579
820,8,8,"[10.975154781341553, 10.965003728866577, 11.594050931930543, 11.57725567817688, 11.17011296749115, 10.918567538261414, 12.266180300712586, 10.804129672050475]",5,"[0.5933333333333334, 0.5433333333333333, 0.4533333333333333, 0.465, 0.49833333333333335, 0.53, 0.47333333333333333, 0.5683333333333334]","[0.5579, 0.5359, 0.465, 0.4391, 0.458, 0.4993, 0.4564, 0.5282]",0.1135
821,10,11,"[10.904836750030517, 11.335431170463561, 11.173100781440734, 11.037284922599792, 10.776069116592407, 11.033991527557372, 11.709522128105164, 11.146744775772095, 11.484562349319457, 11.292076110839844, 10.927123188972473]",4,"[0.49833333333333335, 0.5283333333333333, 0.57, 0.5283333333333333, 0.6433333333333333, 0.6216666666666667, 0.485, 0.5666666666666667, 0.555, 0.49166666666666664, 0.4766666666666667]","[0.468, 0.4844, 0.5006, 0.4793, 0.5784, 0.5937, 0.4448, 0.546, 0.5098, 0.4601, 0.4313]",0.1449
822,9,10,"[10.923574757575988, 10.855632758140564, 11.392728543281555, 10.759536790847779, 11.224081134796142, 10.896906089782714, 10.849303078651428, 11.12301321029663, 10.967952585220337, 10.691570520401001]",3,"[0.5683333333333334, 0.5883333333333334, 0.5616666666666666, 0.5166666666666667, 0.43166666666666664, 0.485, 0.625, 0.5883333333333334, 0.585, 0.6133333333333333]","[0.5451, 0.518, 0.4987, 0.4753, 0.3832, 0.4662, 0.5447, 0.5353, 0.5353, 0.5332]",0.3249
823,10,7,"[11.04545829296112, 10.852617621421814, 10.810074067115783, 10.93816888332367, 10.901303601264953, 10.83121235370636, 11.185004949569702]",6,"[0.5033333333333333, 0.6266666666666667, 0.5133333333333333, 0.5033333333333333, 0.5816666666666667, 0.5, 0.44166666666666665]","[0.4542, 0.5592, 0.4836, 0.4491, 0.5479, 0.4509, 0.3988]",0.1142
824,10,7,"[10.871044135093689, 11.1308664560318, 11.293963432312012, 10.791547584533692, 10.932719731330872, 10.788871836662292, 10.725628137588501]",9,"[0.5966666666666667, 0.43666666666666665, 0.3983333333333333, 0.5616666666666666, 0.5516666666666666, 0.615, 0.5283333333333333]","[0.5863, 0.4469, 0.3794, 0.5096, 0.5134, 0.5332, 0.4921]",0.1711
825,8,12,"[10.82073245048523, 11.006526255607605, 11.168074798583984, 11.578435611724853, 10.884522008895875, 10.94760341644287, 10.640090918540954, 10.798392415046692, 10.819557547569275, 10.90666115283966, 10.827662658691406, 10.800986671447754]",5,"[0.5216666666666666, 0.5433333333333333, 0.5166666666666667, 0.455, 0.6133333333333333, 0.54, 0.625, 0.6116666666666667, 0.55, 0.525, 0.6366666666666667, 0.5516666666666666]","[0.4942, 0.4759, 0.494, 0.4352, 0.5284, 0.4801, 0.5584, 0.5589, 0.4854, 0.4932, 0.5857, 0.5079]",0.2166
826,9,7,"[10.831895923614502, 10.617730331420898, 10.881837058067322, 10.710914063453675, 10.7335289478302, 10.896203541755677, 10.98181095123291]",7,"[0.5683333333333334, 0.56, 0.545, 0.5366666666666666, 0.535, 0.5183333333333333, 0.5516666666666666]","[0.5216, 0.514, 0.5214, 0.502, 0.4796, 0.4995, 0.523]",0.2037
827,9,8,"[10.856931805610657, 10.826532030105591, 10.749820566177368, 10.777441096305846, 10.83873941898346, 10.81918568611145, 10.743739223480224, 10.730408477783204]",8,"[0.555, 0.535, 0.515, 0.59, 0.5783333333333334, 0.5366666666666666, 0.57, 0.6]","[0.5078, 0.4996, 0.4574, 0.5545, 0.5664, 0.4962, 0.5066, 0.5634]",0.0892
828,10,11,"[10.735308814048768, 10.988431525230407, 10.819110798835755, 11.041447424888611, 11.037551093101502, 10.878337931632995, 10.787856960296631, 10.773012924194337, 10.969456696510315, 10.826243448257447, 11.135595774650573]",7,"[0.47333333333333333, 0.6066666666666667, 0.45, 0.5483333333333333, 0.515, 0.6183333333333333, 0.5866666666666667, 0.5516666666666666, 0.595, 0.5616666666666666, 0.5366666666666666]","[0.4451, 0.5631, 0.4577, 0.5204, 0.4563, 0.5204, 0.5337, 0.4644, 0.5409, 0.4857, 0.4986]",0.1903
829,7,6,"[10.807910442352295, 10.857157015800476, 11.023630976676941, 11.376393842697144, 11.386904740333557, 10.755170893669128]",8,"[0.6116666666666667, 0.5116666666666667, 0.6016666666666667, 0.4116666666666667, 0.5383333333333333, 0.5733333333333334]","[0.5368, 0.4998, 0.5647, 0.3992, 0.5289, 0.541]",0.2646
830,10,12,"[10.851234483718873, 10.970168948173523, 11.192589330673218, 11.12381203174591, 10.843537259101868, 10.793081092834473, 10.631993126869201, 11.012191915512085, 10.765391302108764, 10.978424668312073, 10.801626300811767, 10.70867841243744]",6,"[0.5583333333333333, 0.5216666666666666, 0.5466666666666666, 0.4483333333333333, 0.495, 0.57, 0.545, 0.5033333333333333, 0.51, 0.61, 0.525, 0.52]","[0.5064, 0.4798, 0.5145, 0.4395, 0.4768, 0.5206, 0.5061, 0.4596, 0.4576, 0.5432, 0.4877, 0.4924]",0.1978
831,10,7,"[10.716299605369567, 10.756916761398315, 10.775370526313782, 10.96267511844635, 10.746437215805054, 10.928633832931519, 10.709966683387757]",9,"[0.49833333333333335, 0.485, 0.5766666666666667, 0.46166666666666667, 0.6266666666666667, 0.515, 0.555]","[0.4942, 0.4565, 0.5362, 0.4545, 0.5467, 0.494, 0.5224]",0.2707
832,7,10,"[11.065695142745971, 11.033634495735168, 10.818998336791992, 10.723057436943055, 10.664270853996277, 10.847656512260437, 10.937784719467164, 10.924668788909912, 10.801340293884277, 10.98427493572235]",6,"[0.5333333333333333, 0.5333333333333333, 0.5366666666666666, 0.5416666666666666, 0.46166666666666667, 0.6266666666666667, 0.54, 0.515, 0.535, 0.5816666666666667]","[0.5062, 0.4889, 0.4933, 0.5181, 0.4659, 0.5651, 0.4695, 0.4948, 0.4724, 0.5547]",0.2019
833,10,12,"[10.947189545631408, 10.938582491874694, 10.796774792671204, 10.869495034217834, 10.954335641860961, 11.149947571754456, 11.135786318778992, 10.880507969856263, 10.826550507545472, 10.851393270492554, 10.813535213470459, 10.794542789459229]",4,"[0.51, 0.5283333333333333, 0.5333333333333333, 0.5333333333333333, 0.565, 0.59, 0.43333333333333335, 0.5366666666666666, 0.5533333333333333, 0.4866666666666667, 0.5783333333333334, 0.535]","[0.4714, 0.4975, 0.4952, 0.5039, 0.5156, 0.5304, 0.4189, 0.4995, 0.5415, 0.4652, 0.5265, 0.4928]",0.4312
834,10,9,"[10.891851043701172, 10.686059641838074, 10.85720236301422, 10.846052622795105, 10.854130053520203, 10.851373553276062, 11.39443142414093, 11.731658601760865, 11.066619396209717]",5,"[0.505, 0.5733333333333334, 0.5466666666666666, 0.5283333333333333, 0.4633333333333333, 0.5233333333333333, 0.4533333333333333, 0.49833333333333335, 0.4683333333333333]","[0.489, 0.5215, 0.5162, 0.4854, 0.4599, 0.476, 0.4371, 0.4622, 0.4556]",0.1461
835,10,9,"[11.031265830993652, 11.839906406402587, 11.044145250320435, 10.911165809631347, 10.691993856430054, 11.165894746780396, 11.22949526309967, 10.937643837928771, 10.811865186691284]",6,"[0.4533333333333333, 0.5016666666666667, 0.49833333333333335, 0.5, 0.515, 0.49, 0.525, 0.5366666666666666, 0.55]","[0.4413, 0.4868, 0.4373, 0.4895, 0.4837, 0.4914, 0.4894, 0.494, 0.4873]",0.1744
836,10,11,"[10.924821352958679, 11.105810236930846, 10.959859347343444, 10.56433334350586, 10.93576409816742, 10.730539584159851, 10.668821167945861, 10.880272603034973, 10.87029128074646, 11.55742256641388, 10.80066101551056]",5,"[0.51, 0.54, 0.5066666666666667, 0.5283333333333333, 0.5716666666666667, 0.6116666666666667, 0.4816666666666667, 0.475, 0.48333333333333334, 0.49833333333333335, 0.62]","[0.504, 0.4935, 0.4672, 0.4821, 0.533, 0.5199, 0.4486, 0.4715, 0.4712, 0.4682, 0.5248]",0.2243
837,10,12,"[10.69726104736328, 11.453540658950805, 10.659715294837952, 10.791592407226563, 10.81916971206665, 10.853796792030334, 10.778864765167237, 10.75483455657959, 10.701182866096497, 10.788156247138977, 10.7447514295578, 11.061444544792176]",3,"[0.48833333333333334, 0.49666666666666665, 0.5816666666666667, 0.47333333333333333, 0.495, 0.5683333333333334, 0.5316666666666666, 0.5233333333333333, 0.5033333333333333, 0.495, 0.49666666666666665, 0.52]","[0.458, 0.4468, 0.5062, 0.4634, 0.463, 0.5259, 0.5064, 0.4854, 0.4679, 0.4838, 0.449, 0.4807]",0.2366
838,10,11,"[10.855785655975343, 11.237630462646484, 11.02017056941986, 10.840298914909363, 10.78099012374878, 10.829482388496398, 11.025681948661804, 10.607481861114502, 10.761107993125915, 11.501481342315675, 10.817279744148255]",2,"[0.5883333333333334, 0.4816666666666667, 0.5133333333333333, 0.5283333333333333, 0.5133333333333333, 0.49666666666666665, 0.43166666666666664, 0.605, 0.5283333333333333, 0.5433333333333333, 0.6066666666666667]","[0.5553, 0.4496, 0.4877, 0.4884, 0.4578, 0.4966, 0.4074, 0.5342, 0.5169, 0.512, 0.5666]",0.3564
839,10,11,"[11.205916118621825, 11.471833491325379, 10.836259865760804, 11.310292029380799, 10.79121572971344, 11.06065013408661, 11.190890789031982, 11.113154172897339, 11.134979748725891, 11.105812621116637, 10.803957962989807]",1,"[0.4866666666666667, 0.6166666666666667, 0.5316666666666666, 0.5633333333333334, 0.515, 0.5016666666666667, 0.505, 0.5533333333333333, 0.5, 0.58, 0.5283333333333333]","[0.4512, 0.5214, 0.4878, 0.5344, 0.4868, 0.4657, 0.4993, 0.5203, 0.477, 0.522, 0.4843]",0.1999
