round,client_req,new_updates,avg_loss,queue_size,client_train_acc,client_test_acc,client_train_acc_avg,client_test_acc_avg,accuracy_score,aggregator_time
0,10,6,"[1.3821812868118286, 1.3679785430431366, 1.3735364973545074, 1.379404366016388, 1.385715276002884, 1.3690621852874756]",4,"[0.47619047619047616, 0.49206349206349204, 0.6587301587301587, 0.4523809523809524, 0.3968253968253968, 0.48412698412698413]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.49338624338624343,0.4633569739952719,0.46335697399527187,0.02058243751525879
1,10,10,"[1.373248040676117, 1.3538475036621094, 1.4033492803573608, 1.3754903674125671, 1.3930486142635345, 1.362115740776062, 1.3706982731819153, 1.3927192687988281, 1.3728590905666351, 1.3934825658798218]",4,"[0.5079365079365079, 0.46825396825396826, 0.5396825396825397, 0.4444444444444444, 0.5793650793650794, 0.4523809523809524, 0.46825396825396826, 0.5634920634920635, 0.3968253968253968, 0.5873015873015873]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.5007936507936508,0.463356973995272,0.46335697399527187,0.09741640090942383
2,9,5,"[1.3562448024749756, 1.3507671654224396, 1.3489816784858704, 1.3971321880817413, 1.3572480082511902]",8,"[0.48412698412698413, 0.5079365079365079, 0.5, 0.5793650793650794, 0.5317460317460317]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.5206349206349207,0.4633569739952719,0.46335697399527187,0.03419303894042969
3,9,7,"[1.4019072949886322, 1.3437897264957428, 1.3392969369888306, 1.3324261903762817, 1.339642584323883, 1.351270169019699, 1.3437946736812592]",10,"[0.5238095238095238, 0.4523809523809524, 0.47619047619047616, 0.46825396825396826, 0.5158730158730159, 0.4603174603174603, 0.48412698412698413]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46382978723404256, 0.46335697399527187]",0.4829931972789116,0.4634245187436677,0.46335697399527187,0.07906126976013184
4,9,8,"[1.3813373744487762, 1.3798332810401917, 1.339250773191452, 1.4245557188987732, 1.344043791294098, 1.4452272355556488, 1.336963176727295, 1.3239936232566833]",11,"[0.5396825396825397, 0.4444444444444444, 0.46825396825396826, 0.5793650793650794, 0.4444444444444444, 0.5079365079365079, 0.4603174603174603, 0.5079365079365079]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.4813238770685579, 0.46335697399527187, 0.4789598108747045, 0.4699763593380615]",0.49404761904761907,0.4683806146572104,0.46335697399527187,0.11470866203308105
5,9,10,"[1.3332698941230774, 1.3355834186077118, 1.3233262300491333, 1.3252398669719696, 1.3269175589084625, 1.3435878455638885, 1.3347911834716797, 1.3330071568489075, 1.3487055599689484, 1.3224664330482483]",10,"[0.5, 0.47619047619047616, 0.46825396825396826, 0.5079365079365079, 0.5, 0.3968253968253968, 0.48412698412698413, 0.49206349206349204, 0.4444444444444444, 0.5079365079365079]","[0.46335697399527187, 0.4699763593380615, 0.4695035460992908, 0.4657210401891253, 0.466193853427896, 0.4699763593380615, 0.466193853427896, 0.466193853427896, 0.46761229314420805, 0.4652482269503546]",0.47777777777777775,0.46699763593380617,0.466193853427896,0.04050183296203613
6,8,8,"[1.354437917470932, 1.3623779118061066, 1.3589215576648712, 1.4449950158596039, 1.3147125244140625, 1.3277399837970734, 1.4431317746639252, 1.4576756060123444]",10,"[0.6111111111111112, 0.46825396825396826, 0.49206349206349204, 0.5317460317460317, 0.5396825396825397, 0.49206349206349204, 0.5317460317460317, 0.4365079365079365]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.5139479905437352, 0.5456264775413712, 0.46335697399527187, 0.46335697399527187]",0.5128968253968254,0.47996453900709224,0.46335697399527187,0.042977333068847656
7,10,9,"[1.3417398035526276, 1.4436388611793518, 1.3034694194793701, 1.4349676072597504, 1.3247553706169128, 1.3303241431713104, 1.4226586520671844, 1.330016165971756, 1.338714748620987]",11,"[0.5, 0.5, 0.5555555555555556, 0.47619047619047616, 0.5, 0.5079365079365079, 0.5317460317460317, 0.5158730158730159, 0.46825396825396826]","[0.4732860520094563, 0.46335697399527187, 0.5078014184397163, 0.46335697399527187, 0.4652482269503546, 0.46713947990543736, 0.46335697399527187, 0.46430260047281324, 0.46713947990543736]",0.5061728395061729,0.4705542421854479,0.46430260047281324,0.0657968521118164
8,10,9,"[1.3548327386379242, 1.3791730105876923, 1.4549102485179901, 1.4516460299491882, 1.324591338634491, 1.451561063528061, 1.3305904269218445, 1.3334762156009674, 1.3221342265605927]",12,"[0.48412698412698413, 0.36507936507936506, 0.49206349206349204, 0.5079365079365079, 0.5, 0.47619047619047616, 0.46825396825396826, 0.5317460317460317, 0.49206349206349204]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.5130023640661938, 0.46335697399527187, 0.5281323877068558, 0.51725768321513, 0.5044917257683215]",0.47971781305114636,0.48662989230365117,0.46335697399527187,0.13169169425964355
9,8,11,"[1.4201509952545166, 1.3101996183395386, 1.3247780501842499, 1.3236002624034882, 1.3293524980545044, 1.3386211097240448, 1.3322654962539673, 1.4399824738502502, 1.443188488483429, 1.3198928833007812, 1.3254260122776031]",9,"[0.5634920634920635, 0.5, 0.5396825396825397, 0.48412698412698413, 0.5476190476190477, 0.49206349206349204, 0.5079365079365079, 0.5396825396825397, 0.5714285714285714, 0.5158730158730159, 0.49206349206349204]","[0.46335697399527187, 0.4888888888888889, 0.5106382978723404, 0.47754137115839246, 0.4799054373522459, 0.4765957446808511, 0.4945626477541371, 0.46335697399527187, 0.46335697399527187, 0.475177304964539, 0.4817966903073286]",0.523088023088023,0.47956157317859455,0.4723404255319149,0.08084511756896973
10,9,8,"[1.4461792409420013, 1.3073009252548218, 1.3418635129928589, 1.3084000945091248, 1.3278193771839142, 1.4440575242042542, 1.4413983523845673, 1.3183840811252594]",10,"[0.5317460317460317, 0.5317460317460317, 0.5079365079365079, 0.626984126984127, 0.5793650793650794, 0.5317460317460317, 0.5634920634920635, 0.5873015873015873]","[0.46335697399527187, 0.5574468085106383, 0.6278959810874705, 0.5683215130023641, 0.6141843971631206, 0.46335697399527187, 0.46335697399527187, 0.5815602836879432]",0.5575396825396826,0.5424349881796691,0.5408983451536643,0.07925581932067871
11,10,8,"[1.3558267951011658, 1.3335674703121185, 1.289270281791687, 1.3029167354106903, 1.4619161486625671, 1.2944917678833008, 1.4506950080394745, 1.306384801864624]",12,"[0.42063492063492064, 0.5317460317460317, 0.6507936507936508, 0.6825396825396826, 0.5158730158730159, 0.6111111111111112, 0.5714285714285714, 0.6507936507936508]","[0.46382978723404256, 0.4652482269503546, 0.6713947990543735, 0.6912529550827423, 0.4699763593380615, 0.6747044917257683, 0.4666666666666667, 0.6969267139479906]",0.5793650793650794,0.5750000000000001,0.5456264775413712,0.1470341682434082
12,7,8,"[1.3078533709049225, 1.3322125673294067, 1.3348138332366943, 1.3487909436225891, 1.2939022183418274, 1.4852961897850037, 1.3148972392082214, 1.45648193359375]",11,"[0.5158730158730159, 0.49206349206349204, 0.4523809523809524, 0.4365079365079365, 0.6507936507936508, 0.5158730158730159, 0.7222222222222222, 0.5793650793650794]","[0.49976359338061466, 0.466193853427896, 0.4666666666666667, 0.4699763593380615, 0.6869976359338061, 0.4794326241134752, 0.7182033096926714, 0.46761229314420805]",0.5456349206349206,0.5318557919621749,0.47754137115839246,0.09064984321594238
13,9,9,"[1.4608250856399536, 1.3178401291370392, 1.4726886749267578, 1.3068306148052216, 1.4426142573356628, 1.322214961051941, 1.434437870979309, 1.462888926267624, 1.321526676416397]",11,"[0.4365079365079365, 0.7936507936507936, 0.47619047619047616, 0.5952380952380952, 0.5634920634920635, 0.5317460317460317, 0.6587301587301587, 0.5714285714285714, 0.6111111111111112]","[0.46382978723404256, 0.7267139479905438, 0.48321513002364064, 0.5475177304964539, 0.46382978723404256, 0.6099290780141844, 0.46335697399527187, 0.46382978723404256, 0.6122931442080378]",0.5820105820105821,0.5371683740478068,0.47423167848699765,0.12171077728271484
14,9,9,"[1.3318967521190643, 1.4375604689121246, 1.2962358593940735, 1.4543638825416565, 1.464991718530655, 1.3110267519950867, 1.3075832426548004, 1.3212424218654633, 1.3234326541423798]",11,"[0.4523809523809524, 0.5079365079365079, 0.7222222222222222, 0.5317460317460317, 0.5158730158730159, 0.6349206349206349, 0.5714285714285714, 0.5873015873015873, 0.5634920634920635]","[0.4657210401891253, 0.46335697399527187, 0.6893617021276596, 0.46382978723404256, 0.46382978723404256, 0.5754137115839244, 0.5404255319148936, 0.5957446808510638, 0.5801418439716312]",0.5652557319223984,0.5375361176779617,0.5130023640661938,0.112396240234375
15,8,6,"[1.430747777223587, 1.2936009168624878, 1.3146960139274597, 1.4576372802257538, 1.4547622203826904, 1.316064476966858]",13,"[0.6587301587301587, 0.6904761904761905, 0.7063492063492064, 0.5238095238095238, 0.5317460317460317, 0.6746031746031746]","[0.46335697399527187, 0.6472813238770686, 0.6789598108747045, 0.4666666666666667, 0.4666666666666667, 0.684160756501182]",0.6309523809523809,0.5678486997635934,0.5111111111111111,0.09265589714050293
16,7,10,"[1.3060525357723236, 1.2987232506275177, 1.3003125488758087, 1.4486804902553558, 1.3024510145187378, 1.309557467699051, 1.3088811039924622, 1.4440044462680817, 1.3092425763607025, 1.4391601383686066]",10,"[0.6666666666666666, 0.6984126984126984, 0.6666666666666666, 0.5793650793650794, 0.6111111111111112, 0.5873015873015873, 0.6190476190476191, 0.5634920634920635, 0.6428571428571429, 0.6587301587301587]","[0.6921985815602837, 0.6855791962174941, 0.6430260047281324, 0.46430260047281324, 0.6453900709219859, 0.6444444444444445, 0.6458628841607565, 0.46382978723404256, 0.6534278959810875, 0.46382978723404256]",0.6293650793650795,0.6001891252955083,0.6269503546099291,0.09878993034362793
17,9,7,"[1.452753096818924, 1.4729487001895905, 1.2844984829425812, 1.496228039264679, 1.2814196348190308, 1.2927460670471191, 1.2886438071727753]",12,"[0.5238095238095238, 0.5079365079365079, 0.8412698412698413, 0.5079365079365079, 0.746031746031746, 0.7301587301587301, 0.7698412698412699]","[0.466193853427896, 0.5120567375886524, 0.7418439716312056, 0.5210401891252955, 0.7243498817966904, 0.7437352245862884, 0.7418439716312056]",0.6609977324263039,0.6358662613981763,0.6988179669030733,0.10173726081848145
18,7,6,"[1.4616125226020813, 1.3207385838031769, 1.2928347289562225, 1.4810612499713898, 1.4822579324245453, 1.4787723422050476]",13,"[0.5079365079365079, 0.5634920634920635, 0.8253968253968254, 0.42857142857142855, 0.46825396825396826, 0.3888888888888889]","[0.46382978723404256, 0.5881796690307328, 0.8137115839243498, 0.573049645390071, 0.5602836879432624, 0.5829787234042553]",0.5304232804232804,0.5970055161544523,0.577304964539007,0.05647420883178711
19,10,9,"[1.3189239799976349, 1.2871297001838684, 1.2897557318210602, 1.3144471347332, 1.3104116022586823, 1.2831632196903229, 1.3104287683963776, 1.4525755941867828, 1.287077784538269]",14,"[0.6507936507936508, 0.7698412698412699, 0.7063492063492064, 0.7063492063492064, 0.6904761904761905, 0.7142857142857143, 0.6349206349206349, 0.5634920634920635, 0.6984126984126984]","[0.6080378250591016, 0.7456264775413711, 0.6869976359338061, 0.7238770685579197, 0.7361702127659574, 0.6997635933806147, 0.7101654846335698, 0.4728132387706856, 0.6888888888888889]",0.681657848324515,0.6747044917257683,0.699290780141844,0.047188520431518555
20,9,8,"[1.278076559305191, 1.2868874073028564, 1.4986837804317474, 1.2747487723827362, 1.4725584089756012, 1.2647184431552887, 1.2973539531230927, 1.2745819687843323]",15,"[0.8015873015873016, 0.8253968253968254, 0.46825396825396826, 0.753968253968254, 0.5079365079365079, 0.7777777777777778, 0.8333333333333334, 0.8968253968253969]","[0.8028368794326242, 0.806146572104019, 0.584869976359338, 0.7976359338061466, 0.5423167848699764, 0.7976359338061466, 0.8226950354609929, 0.7966903073286052]",0.7331349206349207,0.7438534278959811,0.7943262411347518,0.05459928512573242
21,9,9,"[1.3174214959144592, 1.3085615634918213, 1.4329109489917755, 1.5017503798007965, 1.5194578170776367, 1.2667126953601837, 1.521066278219223, 1.4913621842861176, 1.4825759530067444]",15,"[0.7301587301587301, 0.7301587301587301, 0.5634920634920635, 0.3412698412698413, 0.2777777777777778, 0.8333333333333334, 0.25396825396825395, 0.42063492063492064, 0.4444444444444444]","[0.7163120567375887, 0.7148936170212766, 0.46335697399527187, 0.706855791962175, 0.7281323877068558, 0.8713947990543736, 0.7257683215130024, 0.6737588652482269, 0.6638297872340425]",0.5105820105820107,0.6960336222747571,0.7021276595744681,0.04456901550292969
22,8,7,"[1.3122072517871857, 1.3184287250041962, 1.4437657594680786, 1.2942518889904022, 1.2839860022068024, 1.2787618041038513, 1.2856519520282745]",16,"[0.626984126984127, 0.5952380952380952, 0.6507936507936508, 0.8492063492063492, 0.746031746031746, 0.8095238095238095, 0.7698412698412699]","[0.5725768321513003, 0.573049645390071, 0.4699763593380615, 0.8127659574468085, 0.8042553191489362, 0.7943262411347518, 0.8033096926713948]",0.7210884353741497,0.6900371496116177,0.7626477541371158,0.09758138656616211
23,9,10,"[1.2707370519638062, 1.2653442323207855, 1.4950344264507294, 1.274209350347519, 1.2345367074012756, 1.2660431563854218, 1.5109756588935852, 1.261567384004593, 1.2746073007583618, 1.2604486644268036]",15,"[0.7619047619047619, 0.8650793650793651, 0.3333333333333333, 0.8015873015873016, 0.9047619047619048, 0.753968253968254, 0.3253968253968254, 0.8650793650793651, 0.8888888888888888, 0.8253968253968254]","[0.7853427895981088, 0.8477541371158392, 0.6624113475177305, 0.849645390070922, 0.8, 0.851063829787234, 0.6888888888888889, 0.8364066193853428, 0.8619385342789598, 0.840661938534279]",0.7325396825396825,0.8024113475177306,0.8260047281323877,0.06547832489013672
24,8,10,"[1.3196966052055359, 1.2991811633110046, 1.3082707524299622, 1.267668753862381, 1.499243438243866, 1.2527371048927307, 1.2525182664394379, 1.2766806185245514, 1.2621186077594757, 1.2575305104255676]",13,"[0.6825396825396826, 0.7142857142857143, 0.8650793650793651, 0.7777777777777778, 0.2857142857142857, 0.9285714285714286, 0.9365079365079365, 0.8571428571428571, 0.9444444444444444, 0.8809523809523809]","[0.6926713947990544, 0.7479905437352246, 0.7801418439716312, 0.7829787234042553, 0.7328605200945626, 0.8950354609929078, 0.8959810874704491, 0.9063829787234042, 0.9011820330969267, 0.8926713947990543]",0.7873015873015874,0.8227895981087471,0.8472813238770686,0.14604735374450684
25,8,7,"[1.2802336812019348, 1.3125135600566864, 1.2766841053962708, 1.2431210577487946, 1.263934314250946, 1.2490160763263702, 1.248601883649826]",14,"[0.7936507936507936, 0.746031746031746, 0.8968253968253969, 0.8888888888888888, 0.9365079365079365, 0.9126984126984127, 0.9285714285714286]","[0.7962174940898346, 0.7460992907801418, 0.8009456264775414, 0.9078014184397163, 0.9115839243498818, 0.9068557919621749, 0.9078014184397163]",0.8718820861678005,0.8539007092198582,0.8912529550827423,0.10581731796264648
