round,client_req,new_updates,avg_loss,queue_size,client_train_acc,client_test_acc,client_train_acc_avg,client_test_acc_avg,accuracy_score,aggregator_time
0,10,10,"[1.382181167602539, 1.3544380068778992, 1.3823038339614868, 1.3798331320285797, 1.3679786026477814, 1.390023112297058, 1.3794043958187103, 1.3857151865959167, 1.369062215089798, 1.373248040676117]",0,"[0.47619047619047616, 0.6111111111111112, 0.4603174603174603, 0.4444444444444444, 0.49206349206349204, 0.3412698412698413, 0.4523809523809524, 0.3968253968253968, 0.48412698412698413, 0.5079365079365079]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.4666666666666667,0.463356973995272,0.46335697399527187,7.219558954238892
1,10,10,"[1.3523815870285034, 1.3573965728282928, 1.374252438545227, 1.369838684797287, 1.3608588874340057, 1.3693946599960327, 1.3689126074314117, 1.3717223703861237, 1.3535564541816711, 1.3686050176620483]",0,"[0.46825396825396826, 0.4603174603174603, 0.4444444444444444, 0.42063492063492064, 0.4523809523809524, 0.46825396825396826, 0.4365079365079365, 0.3968253968253968, 0.48412698412698413, 0.4126984126984127]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.4444444444444445,0.463356973995272,0.46335697399527187,5.140192031860352
2,10,10,"[1.3517715334892273, 1.3501655757427216, 1.3465840220451355, 1.3427162766456604, 1.3490346670150757, 1.337376058101654, 1.36874458193779, 1.335422396659851, 1.3556329309940338, 1.3446919620037079]",0,"[0.4603174603174603, 0.46825396825396826, 0.49206349206349204, 0.48412698412698413, 0.47619047619047616, 0.5079365079365079, 0.36507936507936506, 0.5, 0.42063492063492064, 0.5317460317460317]","[0.46382978723404256, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46382978723404256, 0.46335697399527187, 0.46382978723404256, 0.46335697399527187]",0.47063492063492063,0.46349881796690307,0.46335697399527187,4.950122833251953
3,10,10,"[1.3463943302631378, 1.3247442841529846, 1.3161664307117462, 1.3497819900512695, 1.342039555311203, 1.3251088857650757, 1.3355282843112946, 1.3345116674900055, 1.336243897676468, 1.3322535455226898]",0,"[0.38095238095238093, 0.5079365079365079, 0.5, 0.42063492063492064, 0.4365079365079365, 0.49206349206349204, 0.47619047619047616, 0.49206349206349204, 0.47619047619047616, 0.48412698412698413]","[0.500709219858156, 0.4732860520094563, 0.475177304964539, 0.5002364066193853, 0.49267139479905436, 0.47470449172576834, 0.48652482269503544, 0.48321513002364064, 0.4765957446808511, 0.4794326241134752]",0.4666666666666667,0.48425531914893616,0.4813238770685579,5.070189952850342
4,10,10,"[1.3106875121593475, 1.3336744904518127, 1.322590172290802, 1.3213719427585602, 1.322252482175827, 1.2992688715457916, 1.3153519034385681, 1.3004417717456818, 1.3250748217105865, 1.3006881475448608]",0,"[0.5873015873015873, 0.5714285714285714, 0.6587301587301587, 0.5634920634920635, 0.5714285714285714, 0.5873015873015873, 0.5952380952380952, 0.6031746031746031, 0.5952380952380952, 0.5873015873015873]","[0.5862884160756501, 0.6364066193853428, 0.6212765957446809, 0.6226950354609929, 0.6156028368794326, 0.5825059101654846, 0.5981087470449172, 0.5853427895981087, 0.6179669030732861, 0.5768321513002365]",0.592063492063492,0.6043026004728133,0.6066193853427896,5.467469215393066
5,10,10,"[1.2876842021942139, 1.283376693725586, 1.3021974563598633, 1.2596354484558105, 1.2851488590240479, 1.2879716455936432, 1.2922261357307434, 1.3087076544761658, 1.2833885252475739, 1.28851917386055]",0,"[0.7142857142857143, 0.6666666666666666, 0.7936507936507936, 0.7619047619047619, 0.7142857142857143, 0.7857142857142857, 0.753968253968254, 0.7063492063492064, 0.6984126984126984, 0.7698412698412699]","[0.7073286052009456, 0.7262411347517731, 0.75177304964539, 0.6709219858156028, 0.7182033096926714, 0.7262411347517731, 0.724822695035461, 0.7390070921985815, 0.7111111111111111, 0.7319148936170212]",0.7365079365079366,0.720756501182033,0.7257683215130024,4.951505899429321
6,10,10,"[1.2879937589168549, 1.2624039351940155, 1.269550383090973, 1.289636105298996, 1.276807725429535, 1.291435867547989, 1.2864210605621338, 1.2735419273376465, 1.2781566977500916, 1.2703737616539001]",0,"[0.8412698412698413, 0.8015873015873016, 0.8412698412698413, 0.8095238095238095, 0.7777777777777778, 0.8412698412698413, 0.8650793650793651, 0.8253968253968254, 0.8174603174603174, 0.8095238095238095]","[0.8307328605200945, 0.8004728132387707, 0.8070921985815603, 0.8397163120567376, 0.8141843971631205, 0.8354609929078014, 0.826950354609929, 0.8094562647754137, 0.8156028368794326, 0.8141843971631205]",0.823015873015873,0.8193853427895981,0.8170212765957446,4.972315073013306
7,10,10,"[1.2398131489753723, 1.243367612361908, 1.2643508315086365, 1.2453245520591736, 1.2477557361125946, 1.2146523892879486, 1.2577818632125854, 1.2639655768871307, 1.2405008971691132, 1.2557238936424255]",0,"[0.8968253968253969, 0.8650793650793651, 0.8809523809523809, 0.8492063492063492, 0.8650793650793651, 0.9444444444444444, 0.8492063492063492, 0.8571428571428571, 0.9126984126984127, 0.8888888888888888]","[0.8747044917257684, 0.8770685579196218, 0.8884160756501182, 0.8808510638297873, 0.8860520094562647, 0.8539007092198582, 0.8893617021276595, 0.8822695035460993, 0.8808510638297873, 0.881323877068558]",0.880952380952381,0.8794799054373522,0.8799054373522459,5.4859089851379395
8,10,10,"[1.233679860830307, 1.2154549658298492, 1.2255196273326874, 1.2765291035175323, 1.251037746667862, 1.257903516292572, 1.2224479913711548, 1.255003958940506, 1.24736487865448, 1.210428535938263]",0,"[0.9126984126984127, 0.8968253968253969, 0.9523809523809523, 0.9126984126984127, 0.9126984126984127, 0.9126984126984127, 0.9285714285714286, 0.9126984126984127, 0.9047619047619048, 0.9126984126984127]","[0.9252955082742317, 0.9224586288416076, 0.9196217494089834, 0.9342789598108747, 0.9333333333333333, 0.9309692671394799, 0.915839243498818, 0.926241134751773, 0.9210401891252955, 0.9186761229314421]",0.915873015873016,0.9247754137115839,0.9219858156028369,5.28468918800354
9,10,10,"[1.2309165596961975, 1.2200946509838104, 1.2072616219520569, 1.2251272797584534, 1.2188612222671509, 1.2059715390205383, 1.2214442491531372, 1.227696031332016, 1.2153674066066742, 1.2221952378749847]",0,"[0.9206349206349206, 0.9603174603174603, 0.9444444444444444, 0.9206349206349206, 0.9047619047619048, 0.9126984126984127, 0.9444444444444444, 0.9365079365079365, 0.9523809523809523, 0.9444444444444444]","[0.9484633569739953, 0.9446808510638298, 0.9427895981087471, 0.9460992907801419, 0.9460992907801419, 0.9446808510638298, 0.9465721040189126, 0.941371158392435, 0.9442080378250591, 0.9465721040189126]",0.9341269841269841,0.9451536643026005,0.9456264775413712,5.6850597858428955
