round,client_req,new_updates,avg_loss,queue_size,client_train_acc,client_test_acc,client_train_acc_avg,client_test_acc_avg,accuracy_score,aggregator_time
0,10,6,"[1.3821812868118286, 1.3679785430431366, 1.3900230526924133, 1.379404366016388, 1.385715276002884, 1.3690621852874756]",4,"[0.47619047619047616, 0.49206349206349204, 0.3412698412698413, 0.4523809523809524, 0.3968253968253968, 0.48412698412698413]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.44047619047619047,0.4633569739952719,0.46335697399527187,13.188508033752441
1,10,9,"[1.373248040676117, 1.3525517880916595, 1.357491284608841, 1.3741784393787384, 1.3698307275772095, 1.360953003168106, 1.3693144917488098, 1.368905484676361, 1.3536551892757416]",5,"[0.5079365079365079, 0.46825396825396826, 0.4603174603174603, 0.4444444444444444, 0.42063492063492064, 0.4523809523809524, 0.46825396825396826, 0.4365079365079365, 0.48412698412698413]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.46031746031746035,0.463356973995272,0.46335697399527187,9.128551244735718
2,9,6,"[1.3519822657108307, 1.3448574841022491, 1.3509060442447662, 1.3701764345169067, 1.3572284579277039, 1.346646249294281]",8,"[0.46825396825396826, 0.48412698412698413, 0.47619047619047616, 0.36507936507936506, 0.42063492063492064, 0.5317460317460317]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46382978723404256, 0.46382978723404256, 0.46335697399527187]",0.4576719576719576,0.4635145784081954,0.46335697399527187,9.074238300323486
3,9,7,"[1.3685706853866577, 1.3318252861499786, 1.326800286769867, 1.318850815296173, 1.326684683561325, 1.3392267525196075, 1.327356904745102]",10,"[0.4126984126984127, 0.4523809523809524, 0.5, 0.46825396825396826, 0.5158730158730159, 0.47619047619047616, 0.47619047619047616]","[0.46335697399527187, 0.4728132387706856, 0.4732860520094563, 0.47139479905437354, 0.4690307328605201, 0.48699763593380613, 0.47470449172576834]",0.471655328798186,0.4730834177642688,0.46713947990543736,9.741247653961182
4,9,10,"[1.3823039531707764, 1.3798332810401917, 1.334553837776184, 1.3262645602226257, 1.3092599511146545, 1.3275412619113922, 1.3143321871757507, 1.3134131133556366, 1.3355643451213837, 1.3322668671607971]",9,"[0.4603174603174603, 0.4444444444444444, 0.5396825396825397, 0.5317460317460317, 0.5317460317460317, 0.5634920634920635, 0.5555555555555556, 0.5079365079365079, 0.5793650793650794, 0.5634920634920635]","[0.46335697399527187, 0.46335697399527187, 0.5702127659574469, 0.5361702127659574, 0.5163120567375886, 0.5621749408983452, 0.5271867612293144, 0.5319148936170213, 0.5612293144208038, 0.550354609929078]",0.5277777777777777,0.52822695035461,0.47848699763593383,9.328635454177856
5,7,4,"[1.3317009508609772, 1.3122358918190002, 1.3287132680416107, 1.3006544411182404]",12,"[0.5, 0.6190476190476191, 0.5793650793650794, 0.5952380952380952]","[0.4723404255319149, 0.5862884160756501, 0.6047281323877068, 0.5602836879432624]",0.5734126984126985,0.5559101654846336,0.5432624113475177,8.939740419387817
6,10,10,"[1.354437917470932, 1.296833872795105, 1.2955400049686432, 1.29009547829628, 1.2921658754348755, 1.2979365587234497, 1.3031319677829742, 1.3171986937522888, 1.3070555329322815, 1.2966322004795074]",12,"[0.6111111111111112, 0.6190476190476191, 0.6746031746031746, 0.6507936507936508, 0.6825396825396826, 0.6984126984126984, 0.7619047619047619, 0.7857142857142857, 0.7063492063492064, 0.6984126984126984]","[0.46335697399527187, 0.5612293144208038, 0.675177304964539, 0.6534278959810875, 0.68274231678487, 0.6789598108747045, 0.7021276595744681, 0.723404255319149, 0.6761229314420804, 0.6855791962174941]",0.6888888888888889,0.6502127659574468,0.6061465721040189,9.039705991744995
7,10,10,"[1.3057808876037598, 1.2882770597934723, 1.2934430539608002, 1.2901480793952942, 1.2844178378582, 1.278563231229782, 1.286358118057251, 1.3009184896945953, 1.2851351499557495, 1.2973000407218933]",12,"[0.5714285714285714, 0.7222222222222222, 0.6746031746031746, 0.7301587301587301, 0.7142857142857143, 0.7301587301587301, 0.7698412698412699, 0.7619047619047619, 0.7222222222222222, 0.6984126984126984]","[0.5721040189125296, 0.7323877068557919, 0.7286052009456265, 0.7219858156028369, 0.7125295508274232, 0.706855791962175, 0.7333333333333333, 0.7394799054373522, 0.7106382978723405, 0.7385342789598108]",0.7095238095238094,0.709645390070922,0.7139479905437353,9.07166075706482
8,10,13,"[1.33756485581398, 1.3346027135849, 1.331244796514511, 1.3095352351665497, 1.2620890140533447, 1.2634035348892212, 1.2674126625061035, 1.2809921503067017, 1.266658753156662, 1.285147339105606, 1.2878300845623016, 1.2911739349365234, 1.2765906155109406]",9,"[0.5, 0.49206349206349204, 0.5634920634920635, 0.6825396825396826, 0.7857142857142857, 0.7936507936507936, 0.8333333333333334, 0.8174603174603174, 0.8174603174603174, 0.8095238095238095, 0.7936507936507936, 0.7698412698412699, 0.7698412698412699]","[0.46335697399527187, 0.47801418439716314, 0.5659574468085107, 0.7475177304964539, 0.7886524822695036, 0.7952718676122932, 0.8, 0.8132387706855791, 0.7938534278959811, 0.8066193853427897, 0.817966903073286, 0.8156028368794326, 0.8042553191489362]",0.7252747252747253,0.7300236406619386,0.7380614657210401,9.241721391677856
9,9,7,"[1.371627688407898, 1.3436128497123718, 1.2749491333961487, 1.2737759947776794, 1.2607709467411041, 1.269106537103653, 1.2628346979618073]",11,"[0.3968253968253968, 0.49206349206349204, 0.8253968253968254, 0.873015873015873, 0.8492063492063492, 0.8492063492063492, 0.9126984126984127]","[0.46335697399527187, 0.49645390070921985, 0.826950354609929, 0.8359338061465721, 0.8250591016548463, 0.816548463356974, 0.8222222222222222]",0.7426303854875284,0.7266464032421479,0.7319148936170212,8.58320927619934
10,8,6,"[1.3236286640167236, 1.2891555726528168, 1.2808451056480408, 1.2733224034309387, 1.2916799485683441, 1.2725537717342377]",13,"[0.5317460317460317, 0.8174603174603174, 0.8492063492063492, 0.753968253968254, 0.8571428571428571, 0.9047619047619048]","[0.6127659574468085, 0.8425531914893617, 0.8264775413711584, 0.8222222222222222, 0.8340425531914893, 0.8156028368794326]",0.7857142857142857,0.7922773837667454,0.8018912529550828,8.981505870819092
11,7,7,"[1.3484728038311005, 1.3394586145877838, 1.3101284503936768, 1.2708997130393982, 1.261733204126358, 1.2559309005737305, 1.2798780798912048]",13,"[0.49206349206349204, 0.5079365079365079, 0.5873015873015873, 0.8253968253968254, 0.8492063492063492, 0.9047619047619048, 0.8650793650793651]","[0.46335697399527187, 0.46335697399527187, 0.5862884160756501, 0.817966903073286, 0.881323877068558, 0.8770685579196218, 0.88274231678487]",0.7188208616780045,0.7103005741303613,0.7148936170212766,8.869496583938599
12,9,12,"[1.3198468089103699, 1.2684211432933807, 1.2806094884872437, 1.268079251050949, 1.293886810541153, 1.2751127183437347, 1.2890061736106873, 1.2407519817352295, 1.290365755558014, 1.2739488184452057, 1.2892672419548035, 1.2566498517990112]",10,"[0.6428571428571429, 0.8571428571428571, 0.873015873015873, 0.9047619047619048, 0.8412698412698413, 0.8253968253968254, 0.8333333333333334, 0.8650793650793651, 0.8253968253968254, 0.8095238095238095, 0.7857142857142857, 0.7777777777777778]","[0.7167848699763594, 0.8151300236406619, 0.825531914893617, 0.8851063829787233, 0.8260047281323877, 0.8042553191489362, 0.8151300236406619, 0.759338061465721, 0.8208037825059101, 0.8070921985815603, 0.8208037825059101, 0.7966903073286052]",0.8201058201058201,0.8077226162332546,0.8118203309692671,9.276602506637573
13,10,12,"[1.2995044589042664, 1.2803058922290802, 1.2845153510570526, 1.253255307674408, 1.24408420920372, 1.2730005383491516, 1.2650910019874573, 1.2688285410404205, 1.2734442353248596, 1.2506102323532104, 1.2559162378311157, 1.2521661818027496]",8,"[0.6904761904761905, 0.8253968253968254, 0.7619047619047619, 0.9126984126984127, 0.8888888888888888, 0.9285714285714286, 0.8968253968253969, 0.8888888888888888, 0.8888888888888888, 0.8492063492063492, 0.8888888888888888, 0.9047619047619048]","[0.6794326241134752, 0.8108747044917257, 0.8241134751773049, 0.8704491725768322, 0.8709219858156029, 0.8950354609929078, 0.8765957446808511, 0.8903073286052009, 0.88274231678487, 0.8713947990543736, 0.881323877068558, 0.8832151300236407]",0.8604497354497357,0.8530338849487786,0.8614657210401891,8.977533102035522
