round,client_req,new_updates,avg_loss,queue_size,client_train_acc,client_test_acc,client_train_acc_avg,client_test_acc_avg,accuracy_score,aggregator_time
0,10,6,"[1.382181167602539, 1.3679786026477814, 1.373536467552185, 1.3794043958187103, 1.3857151865959167, 1.369062215089798]",4,"[0.47619047619047616, 0.49206349206349204, 0.6587301587301587, 0.4523809523809524, 0.3968253968253968, 0.48412698412698413]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.49338624338624343,0.4633569739952719,0.46335697399527187,0.18529796600341797
1,10,7,"[1.373248040676117, 1.3578329682350159, 1.3994540572166443, 1.3655714094638824, 1.3742354810237885, 1.3889271914958954, 1.3899079859256744]",7,"[0.5079365079365079, 0.46825396825396826, 0.5396825396825397, 0.4523809523809524, 0.46825396825396826, 0.5634920634920635, 0.5873015873015873]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.5124716553287982,0.463356973995272,0.46335697399527187,0.17529797554016113
2,8,5,"[1.3664619028568268, 1.3643682301044464, 1.3588526546955109, 1.3856506049633026, 1.3647851943969727]",10,"[0.49206349206349204, 0.48412698412698413, 0.5079365079365079, 0.36507936507936506, 0.5317460317460317]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.47619047619047616,0.4633569739952719,0.46335697399527187,0.16068816184997559
3,8,4,"[1.3391907215118408, 1.4193033874034882, 1.3464531302452087, 1.362445592880249]",14,"[0.5079365079365079, 0.5079365079365079, 0.5158730158730159, 0.4126984126984127]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.48611111111111105,0.46335697399527187,0.46335697399527187,0.13752007484436035
4,8,13,"[1.3813373446464539, 1.3798331320285797, 1.3761766850948334, 1.4254838526248932, 1.3494411706924438, 1.3379290997982025, 1.4176770746707916, 1.350868284702301, 1.4152936935424805, 1.3553552031517029, 1.3506571352481842, 1.3495475947856903, 1.3569336533546448]",9,"[0.5396825396825397, 0.4444444444444444, 0.3968253968253968, 0.5, 0.5, 0.5, 0.5317460317460317, 0.3968253968253968, 0.5079365079365079, 0.38095238095238093, 0.42857142857142855, 0.4603174603174603, 0.4126984126984127]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46382978723404256, 0.46335697399527187, 0.46382978723404256, 0.46335697399527187, 0.46430260047281324, 0.46382978723404256, 0.46382978723404256, 0.46477541371158393]",0.46153846153846156,0.4636843062374977,0.46335697399527187,0.23113417625427246
5,10,10,"[1.3789607286453247, 1.3486265242099762, 1.3362065553665161, 1.419828176498413, 1.3401704132556915, 1.3459620475769043, 1.4231925904750824, 1.3561246395111084, 1.3526334464550018, 1.3482993841171265]",9,"[0.4444444444444444, 0.46825396825396826, 0.5317460317460317, 0.5317460317460317, 0.5, 0.42063492063492064, 0.5396825396825397, 0.4444444444444444, 0.42857142857142855, 0.47619047619047616]","[0.46335697399527187, 0.46382978723404256, 0.46335697399527187, 0.46335697399527187, 0.46382978723404256, 0.46382978723404256, 0.46335697399527187, 0.46382978723404256, 0.46382978723404256, 0.46382978723404256]",0.47857142857142854,0.4636406619385343,0.46335697399527187,0.1946859359741211
6,10,10,"[1.3544380068778992, 1.3571133613586426, 1.3283412158489227, 1.4107331335544586, 1.431513786315918, 1.3350669145584106, 1.3397011458873749, 1.3417921364307404, 1.3347330689430237, 1.3350889086723328]",9,"[0.6111111111111112, 0.5, 0.49206349206349204, 0.6587301587301587, 0.5396825396825397, 0.5158730158730159, 0.4523809523809524, 0.5, 0.4603174603174603, 0.47619047619047616]","[0.46335697399527187, 0.46335697399527187, 0.46382978723404256, 0.46335697399527187, 0.46335697399527187, 0.466193853427896, 0.47044917257683216, 0.466193853427896, 0.4666666666666667, 0.46713947990543736]",0.5206349206349207,0.4653900709219858,0.46335697399527187,0.1928250789642334
7,10,9,"[1.3498370051383972, 1.3315715789794922, 1.334325134754181, 1.333039790391922, 1.4354338943958282, 1.3242202401161194, 1.4231474101543427, 1.3293558061122894, 1.3381789326667786]",10,"[0.4603174603174603, 0.49206349206349204, 0.4523809523809524, 0.5317460317460317, 0.47619047619047616, 0.5, 0.5317460317460317, 0.5158730158730159, 0.46825396825396826]","[0.46335697399527187, 0.4666666666666667, 0.4666666666666667, 0.4652482269503546, 0.46335697399527187, 0.4652482269503546, 0.46335697399527187, 0.46477541371158393, 0.46713947990543736]",0.492063492063492,0.4650906225374311,0.46382978723404256,0.18822717666625977
8,10,12,"[1.3897574245929718, 1.358481764793396, 1.332512527704239, 1.3297358453273773, 1.4475623071193695, 1.3167867362499237, 1.4445009231567383, 1.330696552991867, 1.4441898167133331, 1.4309014081954956, 1.3364715576171875, 1.3393508195877075]",8,"[0.5793650793650794, 0.48412698412698413, 0.5, 0.5158730158730159, 0.49206349206349204, 0.5, 0.5079365079365079, 0.47619047619047616, 0.47619047619047616, 0.5079365079365079, 0.4365079365079365, 0.5]","[0.46335697399527187, 0.46335697399527187, 0.4666666666666667, 0.46713947990543736, 0.46335697399527187, 0.47044917257683216, 0.46335697399527187, 0.4846335697399527, 0.46335697399527187, 0.46335697399527187, 0.4940898345153664, 0.48983451536643025]",0.498015873015873,0.4710795902285265,0.46335697399527187,0.20310664176940918
9,10,8,"[1.394065022468567, 1.3315968215465546, 1.3407053649425507, 1.3346644639968872, 1.4372753500938416, 1.330783635377884, 1.3223651945590973, 1.3278221786022186]",10,"[0.5238095238095238, 0.5079365079365079, 0.48412698412698413, 0.5079365079365079, 0.5396825396825397, 0.5317460317460317, 0.5079365079365079, 0.49206349206349204]","[0.46335697399527187, 0.4699763593380615, 0.46761229314420805, 0.4799054373522459, 0.46335697399527187, 0.46713947990543736, 0.46808510638297873, 0.4699763593380615]",0.5119047619047619,0.4686761229314422,0.46335697399527187,0.16387295722961426
