round,client_req,new_updates,avg_loss,queue_size,client_train_acc,client_test_acc,client_train_acc_avg,client_test_acc_avg,accuracy_score
0,20,15,"[2.3205626010894775, 2.3207504749298096, 2.3198299407958984, 2.320923089981079, 2.3212292194366455, 2.3208248615264893, 2.3204081058502197, 2.320530652999878, 2.3222644329071045, 2.321093797683716, 2.319136381149292, 2.3220789432525635, 2.319809675216675, 2.321903944015503, 2.320146083831787]",5,"[1.0, 0.5, 0.5833333333333334, 0.5833333333333334, 1.0, 1.0, 0.5833333333333334, 0.5, 1.0, 1.0, 0.6666666666666666, 1.0, 0.9166666666666666, 0.8333333333333334, 1.0]","[0.9862884160756501, 0.46335697399527187, 0.491725768321513, 0.46335697399527187, 0.7843971631205674, 0.9735224586288416, 0.46335697399527187, 0.46335697399527187, 0.9943262411347518, 0.908274231678487, 0.46335697399527187, 0.9881796690307328, 0.9815602836879432, 0.9026004728132387, 0.8997635933806146]",0.8111111111111111,0.7484948778565799,0.0
1,20,16,"[2.321683883666992, 2.3030030727386475, 2.303032875061035, 2.302999258041382, 2.302978515625, 2.3029510974884033, 2.302988290786743, 2.3029286861419678, 2.302903890609741, 2.30298113822937, 2.303161859512329, 2.30293869972229, 2.302976131439209, 2.302854537963867, 2.3029892444610596, 2.302976369857788]",9,"[0.5, 0.9166666666666666, 0.8333333333333334, 0.4166666666666667, 0.4166666666666667, 0.4166666666666667, 0.5, 0.5833333333333334, 0.5, 0.4166666666666667, 0.25, 0.5833333333333334, 0.5, 0.6666666666666666, 0.4166666666666667, 0.4166666666666667]","[0.46477541371158393, 0.8865248226950354, 0.8652482269503546, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.5366430260047281, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.5208333333333334,0.5195921985815604,0.46335697399527187
2,20,17,"[2.3027782440185547, 2.2860662937164307, 2.2889750003814697, 2.288353204727173, 2.2870962619781494, 2.2850890159606934, 2.2850162982940674, 2.2875924110412598, 2.288442611694336, 2.287322759628296, 2.2896149158477783, 2.286266803741455, 2.2852001190185547, 2.2828454971313477, 2.289099931716919, 2.29087233543396, 2.2846837043762207]",12,"[0.6666666666666666, 0.5, 0.3333333333333333, 0.4166666666666667, 0.5, 0.6666666666666666, 0.5, 0.5833333333333334, 0.4166666666666667, 0.4166666666666667, 0.3333333333333333, 0.5833333333333334, 0.5, 0.5833333333333334, 0.75, 0.3333333333333333, 0.6666666666666666]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.5366430260047281, 0.46335697399527187, 0.46335697399527187]",0.5147058823529411,0.46766791823112236,0.46335697399527187
3,19,15,"[2.302960157394409, 2.257819890975952, 2.2548182010650635, 2.2580721378326416, 2.2592265605926514, 2.256199836730957, 2.260331630706787, 2.2627909183502197, 2.263932943344116, 2.2614338397979736, 2.25273060798645, 2.2574574947357178, 2.255927801132202, 2.2652900218963623, 2.263841390609741]",16,"[0.5833333333333334, 0.4166666666666667, 0.5, 0.6666666666666666, 0.6666666666666666, 0.4166666666666667, 0.5, 0.4166666666666667, 0.3333333333333333, 0.5, 0.6666666666666666, 0.5833333333333334, 0.4166666666666667, 0.4166666666666667, 0.4166666666666667]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.5,0.46335697399527204,0.46335697399527187
4,20,19,"[2.3205294609069824, 2.3202786445617676, 2.321769952774048, 2.302950620651245, 2.258868932723999, 2.261880397796631, 2.2625415325164795, 2.249744415283203, 2.2538843154907227, 2.2603039741516113, 2.263429880142212, 2.251291275024414, 2.2501609325408936, 2.2603142261505127, 2.264894723892212, 2.2551872730255127, 2.257800340652466, 2.2603447437286377, 2.251103639602661]",17,"[0.8333333333333334, 0.6666666666666666, 0.5833333333333334, 0.4166666666666667, 0.3333333333333333, 0.25, 0.4166666666666667, 0.6666666666666666, 0.4166666666666667, 0.4166666666666667, 0.3333333333333333, 0.5, 0.5, 0.3333333333333333, 0.3333333333333333, 0.5, 0.4166666666666667, 0.25, 0.6666666666666666]","[0.5716312056737589, 0.46335697399527187, 0.5366430260047281, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.46491228070175444,0.47291277839990054,0.46335697399527187
5,20,19,"[2.3029062747955322, 2.2547175884246826, 2.2769129276275635, 2.2762584686279297, 2.2752580642700195, 2.2778701782226562, 2.2697315216064453, 2.273186445236206, 2.2853357791900635, 2.281144380569458, 2.2744834423065186, 2.2809083461761475, 2.276073694229126, 2.273038387298584, 2.275733470916748, 2.278423547744751, 2.2716734409332275, 2.279648542404175, 2.2708919048309326]",18,"[0.6666666666666666, 0.4166666666666667, 0.5, 0.4166666666666667, 0.5833333333333334, 0.3333333333333333, 0.6666666666666666, 0.5833333333333334, 0.16666666666666666, 0.25, 0.5, 0.3333333333333333, 0.5, 0.6666666666666666, 0.5, 0.5, 0.6666666666666666, 0.4166666666666667, 0.6666666666666666]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.4799054373522459, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.4912280701754385,0.4642279457509022,0.46335697399527187
6,20,13,"[2.263262987136841, 2.2667768001556396, 2.2539992332458496, 2.2673747539520264, 2.263317823410034, 2.264472007751465, 2.2599189281463623, 2.259568214416504, 2.269380807876587, 2.2712721824645996, 2.2587335109710693, 2.27150559425354, 2.266375780105591]",25,"[0.25, 0.4166666666666667, 0.6666666666666666, 0.5, 0.5833333333333334, 0.5, 0.5, 0.6666666666666666, 0.3333333333333333, 0.25, 0.5, 0.3333333333333333, 0.4166666666666667]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.4551282051282052,0.46335697399527204,0.4728132387706856
7,20,17,"[2.253005027770996, 2.2622010707855225, 2.2677409648895264, 2.2460920810699463, 2.256295680999756, 2.2445929050445557, 2.247183084487915, 2.238637685775757, 2.258444309234619, 2.2370383739471436, 2.241328001022339, 2.233994960784912, 2.242999315261841, 2.233349561691284, 2.244277000427246, 2.2386903762817383, 2.2520759105682373]",28,"[0.5833333333333334, 0.25, 0.3333333333333333, 0.5, 0.3333333333333333, 0.5, 0.5, 0.5833333333333334, 0.25, 0.5833333333333334, 0.5833333333333334, 0.6666666666666666, 0.5833333333333334, 0.6666666666666666, 0.5833333333333334, 0.5833333333333334, 0.4166666666666667]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.5,0.46335697399527204,0.46335697399527187
8,19,26,"[2.31893253326416, 2.2847211360931396, 2.2892262935638428, 2.2514379024505615, 2.261018991470337, 2.262249708175659, 2.261347532272339, 2.2745437622070312, 2.2416298389434814, 2.2554051876068115, 2.2583086490631104, 2.2569210529327393, 2.2484452724456787, 2.2589147090911865, 2.258019208908081, 2.2599313259124756, 2.2574520111083984, 2.259831666946411, 2.255995988845825, 2.2591984272003174, 2.2469184398651123, 2.2646281719207764, 2.2451043128967285, 2.2541584968566895, 2.2632503509521484, 2.2543258666992188]",21,"[0.5833333333333334, 0.5833333333333334, 0.25, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.5, 0.5, 0.5, 0.5, 0.5833333333333334, 0.4166666666666667, 0.6666666666666666, 0.4166666666666667, 0.4166666666666667, 0.4166666666666667, 0.4166666666666667, 0.4166666666666667, 0.5, 0.4166666666666667, 0.8333333333333334, 0.25, 0.75, 0.5, 0.25, 0.5833333333333334]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.483974358974359,0.46335697399527176,0.46335697399527187
9,20,22,"[2.288024663925171, 2.262357473373413, 2.27408766746521, 2.2675178050994873, 2.2636570930480957, 2.2467167377471924, 2.271223783493042, 2.2696027755737305, 2.261568307876587, 2.26539945602417, 2.266192674636841, 2.259694814682007, 2.267977476119995, 2.2697203159332275, 2.2684733867645264, 2.266972303390503, 2.255159378051758, 2.2674508094787598, 2.267089605331421, 2.264042854309082, 2.2676784992218018, 2.2600693702697754]",19,"[0.5, 0.25, 0.5833333333333334, 0.4166666666666667, 0.3333333333333333, 0.5, 0.4166666666666667, 0.5, 0.75, 0.5, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.4166666666666667, 0.4166666666666667, 0.5833333333333334, 0.75, 0.5833333333333334, 0.5, 0.6666666666666666, 0.4166666666666667, 0.6666666666666666]","[0.5366430260047281, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.5227272727272726,0.46668815817751985,0.46335697399527187
