round,client_req,new_updates,avg_loss,queue_size,client_train_acc,client_test_acc,client_train_acc_avg,client_test_acc_avg,accuracy_score,aggregator_time
0,10,6,"[1.3821812868118286, 1.3679785430431366, 1.3735364973545074, 1.379404366016388, 1.385715276002884, 1.3690621852874756]",4,"[0.47619047619047616, 0.49206349206349204, 0.6587301587301587, 0.4523809523809524, 0.3968253968253968, 0.48412698412698413]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.49338624338624343,0.4633569739952719,0.46335697399527187,15.142967462539673
1,10,9,"[1.373248040676117, 1.3540111184120178, 1.4031949639320374, 1.3756199777126312, 1.3929190337657928, 1.3622595965862274, 1.3708189725875854, 1.3925620317459106, 1.3549846708774567]",5,"[0.5079365079365079, 0.46825396825396826, 0.5396825396825397, 0.4444444444444444, 0.5793650793650794, 0.4523809523809524, 0.46825396825396826, 0.5634920634920635, 0.48412698412698413]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.5008818342151675,0.463356973995272,0.46335697399527187,11.93246841430664
2,9,6,"[1.3530081510543823, 1.3458577394485474, 1.4118627607822418, 1.3712827563285828, 1.405987560749054, 1.34765163064003]",8,"[0.46825396825396826, 0.48412698412698413, 0.5238095238095238, 0.36507936507936506, 0.5793650793650794, 0.5317460317460317]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.4920634920634921,0.4633569739952719,0.46335697399527187,11.364781856536865
3,9,7,"[1.3933431506156921, 1.3357729315757751, 1.3309691846370697, 1.3232938945293427, 1.3310337662696838, 1.343343734741211, 1.3313599824905396]",10,"[0.5873015873015873, 0.4523809523809524, 0.47619047619047616, 0.46825396825396826, 0.5158730158730159, 0.4603174603174603, 0.46825396825396826]","[0.46335697399527187, 0.466193853427896, 0.4652482269503546, 0.46477541371158393, 0.46382978723404256, 0.4690307328605201, 0.466193853427896]",0.489795918367347,0.46551840594393784,0.4652482269503546,12.948115587234497
4,9,10,"[1.3813373744487762, 1.3798332810401917, 1.335156112909317, 1.3263907134532928, 1.456010341644287, 1.3280536830425262, 1.3143567442893982, 1.3134219646453857, 1.4297229647636414, 1.332684338092804]",9,"[0.5396825396825397, 0.4444444444444444, 0.5158730158730159, 0.5158730158730159, 0.5079365079365079, 0.5158730158730159, 0.5317460317460317, 0.49206349206349204, 0.5634920634920635, 0.5317460317460317]","[0.46335697399527187, 0.46335697399527187, 0.5380614657210402, 0.5106382978723404, 0.46335697399527187, 0.5328605200945626, 0.5078014184397163, 0.5087470449172576, 0.46335697399527187, 0.5215130023640662]",0.5158730158730158,0.49730496453900697,0.4879432624113475,11.776556015014648
5,7,4,"[1.3358067572116852, 1.3063765168190002, 1.3234569728374481, 1.2943023145198822]",12,"[0.48412698412698413, 0.6349206349206349, 0.5793650793650794, 0.6031746031746031]","[0.4657210401891253, 0.6094562647754137, 0.6260047281323877, 0.5839243498817966]",0.5753968253968255,0.5712765957446808,0.5796690307328605,10.09383749961853
6,10,10,"[1.354437917470932, 1.4752139747142792, 1.288476675748825, 1.2827733159065247, 1.4827804565429688, 1.2911601066589355, 1.2964684069156647, 1.311137080192566, 1.3004580736160278, 1.289655476808548]",12,"[0.6111111111111112, 0.5, 0.6825396825396826, 0.6825396825396826, 0.5158730158730159, 0.7222222222222222, 0.7777777777777778, 0.8095238095238095, 0.7380952380952381, 0.7063492063492064]","[0.46335697399527187, 0.46477541371158393, 0.7044917257683215, 0.6931442080378251, 0.4851063829787234, 0.708274231678487, 0.7304964539007093, 0.7437352245862884, 0.7054373522458629, 0.7172576832151301]",0.6746031746031746,0.6416075650118203,0.7063829787234043,15.994131803512573
7,10,10,"[1.2997850477695465, 1.2717812359333038, 1.2778641879558563, 1.2738977372646332, 1.5045600831508636, 1.2611407339572906, 1.2700257301330566, 1.4848416149616241, 1.2685003578662872, 1.2817777693271637]",12,"[0.5793650793650794, 0.8015873015873016, 0.753968253968254, 0.8095238095238095, 0.35714285714285715, 0.7857142857142857, 0.8650793650793651, 0.373015873015873, 0.7936507936507936, 0.8174603174603174]","[0.5966903073286052, 0.8028368794326242, 0.7995271867612294, 0.7952718676122932, 0.6231678486997636, 0.7867612293144208, 0.8023640661938535, 0.5796690307328605, 0.7867612293144208, 0.808983451536643]",0.6936507936507936,0.7382033096926716,0.7971631205673759,12.09531569480896
8,10,13,"[1.3385830521583557, 1.4253193736076355, 1.4336603879928589, 1.2947369515895844, 1.5316763520240784, 1.2445062696933746, 1.5251688659191132, 1.2632408738136292, 1.528390496969223, 1.5059727132320404, 1.2706575989723206, 1.2743057310581207, 1.258148729801178]",9,"[0.5, 0.5238095238095238, 0.5793650793650794, 0.7857142857142857, 0.2698412698412698, 0.8492063492063492, 0.1984126984126984, 0.8968253968253969, 0.2698412698412698, 0.2698412698412698, 0.8492063492063492, 0.8492063492063492, 0.8333333333333334]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.817966903073286, 0.7408983451536643, 0.8680851063829788, 0.7295508274231679, 0.8817966903073287, 0.7375886524822695, 0.7224586288416076, 0.8846335697399527, 0.8836879432624114, 0.8742316784869977]",0.5903540903540903,0.7331514820876524,0.7380614657210401,12.599832773208618
9,9,7,"[1.3729535937309265, 1.3478244841098785, 1.491466075181961, 1.2772338092327118, 1.5057297945022583, 1.2726820707321167, 1.2667084336280823]",11,"[0.3968253968253968, 0.4444444444444444, 0.3968253968253968, 0.8809523809523809, 0.36507936507936506, 0.8412698412698413, 0.9126984126984127]","[0.46335697399527187, 0.4732860520094563, 0.6425531914893617, 0.8382978723404255, 0.6401891252955083, 0.817966903073286, 0.8222222222222222]",0.6054421768707483,0.6711246200607903,0.6486997635933807,13.481609106063843
10,8,6,"[1.3182592988014221, 1.3053131699562073, 1.2973866760730743, 1.4766245782375336, 1.3071267306804657, 1.2905544340610504]",13,"[0.5714285714285714, 0.7777777777777778, 0.753968253968254, 0.46825396825396826, 0.7857142857142857, 0.8253968253968254]","[0.6312056737588653, 0.7919621749408984, 0.7735224586288416, 0.5385342789598109, 0.782033096926714, 0.7626477541371158]",0.6970899470899471,0.713317572892041,0.7380614657210401,11.488574028015137
11,7,7,"[1.3493916690349579, 1.3403825461864471, 1.3039999902248383, 1.27456995844841, 1.280218094587326, 1.2741714119911194, 1.4721418619155884]",13,"[0.49206349206349204, 0.5079365079365079, 0.6031746031746031, 0.8253968253968254, 0.7857142857142857, 0.8650793650793651, 0.3968253968253968]","[0.46335697399527187, 0.46335697399527187, 0.6104018912529551, 0.8160756501182033, 0.8312056737588652, 0.8241134751773049, 0.6170212765957447]",0.6394557823129252,0.6607902735562311,0.49267139479905436,12.306490421295166
12,9,12,"[1.4532928168773651, 1.286342591047287, 1.4690840244293213, 1.2853533923625946, 1.324369639158249, 1.307953119277954, 1.3200240433216095, 1.279336839914322, 1.3207108974456787, 1.307388186454773, 1.444638341665268, 1.4719646275043488]",10,"[0.6587301587301587, 0.8095238095238095, 0.5079365079365079, 0.8650793650793651, 0.6349206349206349, 0.6190476190476191, 0.6587301587301587, 0.6587301587301587, 0.6746031746031746, 0.6190476190476191, 0.5634920634920635, 0.5158730158730159]","[0.4699763593380615, 0.7650118203309693, 0.51725768321513, 0.8382978723404255, 0.6605200945626477, 0.6208037825059102, 0.6411347517730497, 0.5361702127659574, 0.6553191489361702, 0.6231678486997636, 0.46382978723404256, 0.466193853427896]",0.6488095238095238,0.6048069345941687,0.6321513002364066,12.22109341621399
