round,client_req,new_updates,avg_loss,queue_size,client_train_acc,client_test_acc,client_train_acc_avg,client_test_acc_avg,accuracy_score
10,20,20,"[2.243149995803833, 2.2583606243133545, 2.2503321170806885, 2.255661964416504, 2.262300729751587, 2.261260986328125, 2.2455623149871826, 2.2498390674591064, 2.251462936401367, 2.2602241039276123, 2.2498185634613037, 2.235856771469116, 2.2600257396698, 2.2586677074432373, 2.259181499481201, 2.2555477619171143, 2.2418227195739746, 2.250434637069702, 2.2446224689483643, 2.2452785968780518]",0,"[0.5, 0.25, 0.4166666666666667, 0.25, 0.25, 0.16666666666666666, 0.4166666666666667, 0.5833333333333334, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.25, 0.6666666666666666, 0.5, 0.5833333333333334, 0.5]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.3833333333333334,0.4633569739952719,0.46335697399527187
11,20,20,"[2.2550694942474365, 2.2409400939941406, 2.2370541095733643, 2.2357544898986816, 2.241506814956665, 2.247340202331543, 2.2425124645233154, 2.2495076656341553, 2.2472774982452393, 2.251237630844116, 2.2384274005889893, 2.2548580169677734, 2.2333476543426514, 2.2282967567443848, 2.259608507156372, 2.249958038330078, 2.246751070022583, 2.247833490371704, 2.243556261062622, 2.2467384338378906]",0,"[0.16666666666666666, 0.5, 0.5, 0.5833333333333334, 0.4166666666666667, 0.5, 0.6666666666666666, 0.4166666666666667, 0.5833333333333334, 0.4166666666666667, 0.6666666666666666, 0.25, 0.5833333333333334, 0.8333333333333334, 0.25, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.5833333333333334, 0.4166666666666667]","[0.4628841607565012, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.4833333333333333,0.4633333333333334,0.46335697399527187
12,20,20,"[2.2525947093963623, 2.242642402648926, 2.258610248565674, 2.2626187801361084, 2.240112781524658, 2.252277135848999, 2.2540204524993896, 2.2656924724578857, 2.2463347911834717, 2.2504894733428955, 2.238995313644409, 2.253021001815796, 2.255174398422241, 2.2457950115203857, 2.2466399669647217, 2.252214193344116, 2.247785806655884, 2.2331855297088623, 2.2540249824523926, 2.259490966796875]",0,"[0.5, 0.5833333333333334, 0.3333333333333333, 0.16666666666666666, 0.6666666666666666, 0.3333333333333333, 0.4166666666666667, 0.9166666666666666, 0.4166666666666667, 0.4166666666666667, 0.5833333333333334, 0.5833333333333334, 0.4166666666666667, 0.4166666666666667, 0.5, 0.4166666666666667, 0.5, 0.6666666666666666, 0.3333333333333333, 0.25]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.5513002364066194, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.4708333333333334,0.46775413711583924,0.5366430260047281
13,20,20,"[2.2456367015838623, 2.2539007663726807, 2.2350587844848633, 2.2323808670043945, 2.2282378673553467, 2.2318592071533203, 2.2464771270751953, 2.249929428100586, 2.249377965927124, 2.2471609115600586, 2.2434799671173096, 2.2482447624206543, 2.2420644760131836, 2.2514984607696533, 2.2551581859588623, 2.2314682006835938, 2.24234676361084, 2.2513234615325928, 2.2491636276245117, 2.2293643951416016]",0,"[1.0, 0.9166666666666666, 1.0, 0.75, 1.0, 1.0, 1.0, 0.75, 1.0, 0.9166666666666666, 1.0, 1.0, 0.9166666666666666, 1.0, 1.0, 0.9166666666666666, 1.0, 0.8333333333333334, 0.9166666666666666, 0.9166666666666666]","[0.9059101654846335, 0.9040189125295508, 0.9035460992907801, 0.9125295508274232, 0.924822695035461, 0.9092198581560283, 0.9144208037825059, 0.8959810874704491, 0.91725768321513, 0.9016548463356974, 0.91725768321513, 0.9059101654846335, 0.9252955082742317, 0.9030732860520094, 0.8799054373522459, 0.9049645390070922, 0.8964539007092198, 0.9063829787234042, 0.8747044917257684, 0.9229314420803783]",0.9416666666666667,0.9063120567375889,0.5366430260047281
14,20,20,"[2.2301084995269775, 2.2310948371887207, 2.2458083629608154, 2.249376058578491, 2.241992712020874, 2.2473514080047607, 2.2539122104644775, 2.250948905944824, 2.2504098415374756, 2.2504916191101074, 2.254615545272827, 2.250530242919922, 2.2557156085968018, 2.25176739692688, 2.257321357727051, 2.2572414875030518, 2.2509427070617676, 2.246143102645874, 2.2477915287017822, 2.2553775310516357]",0,"[0.75, 1.0, 1.0, 0.8333333333333334, 0.9166666666666666, 0.8333333333333334, 0.8333333333333334, 0.75, 0.9166666666666666, 0.75, 0.6666666666666666, 0.6666666666666666, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 1.0, 0.8333333333333334, 0.9166666666666666, 1.0, 1.0]","[0.49314420803782505, 0.8453900709219858, 0.8449172576832151, 0.858628841607565, 0.8056737588652483, 0.8595744680851064, 0.8652482269503546, 0.866193853427896, 0.8605200945626478, 0.8539007092198582, 0.8628841607565012, 0.866193853427896, 0.8638297872340426, 0.8671394799054374, 0.8562647754137116, 0.873758865248227, 0.8709219858156029, 0.8600472813238771, 0.8605200945626478, 0.8695035460992908]",0.8583333333333332,0.8402127659574468,0.5366430260047281
15,20,20,"[2.238020420074463, 2.235513687133789, 2.2325971126556396, 2.234731674194336, 2.2341787815093994, 2.242692708969116, 2.2410809993743896, 2.2348434925079346, 2.2435641288757324, 2.2279999256134033, 2.2396793365478516, 2.246715784072876, 2.2298262119293213, 2.252040386199951, 2.239171028137207, 2.2298972606658936, 2.236733913421631, 2.251878499984741, 2.2430856227874756, 2.2448456287384033]",0,"[0.5833333333333334, 0.8333333333333334, 0.9166666666666666, 0.8333333333333334, 0.8333333333333334, 0.9166666666666666, 1.0, 0.8333333333333334, 0.8333333333333334, 0.75, 0.6666666666666666, 0.75, 0.8333333333333334, 0.5833333333333334, 1.0, 0.6666666666666666, 0.6666666666666666, 0.75, 0.8333333333333334, 0.6666666666666666]","[0.759338061465721, 0.7451536643026004, 0.7475177304964539, 0.667612293144208, 0.6884160756501182, 0.7815602836879433, 0.7602836879432624, 0.7375886524822695, 0.7640661938534279, 0.750354609929078, 0.7858156028368795, 0.7938534278959811, 0.592434988179669, 0.7905437352245863, 0.7678486997635934, 0.46335697399527187, 0.7598108747044917, 0.7839243498817967, 0.7432624113475177, 0.7829787234042553]",0.7874999999999999,0.7332860520094562,0.46335697399527187
16,20,20,"[2.2502424716949463, 2.2416069507598877, 2.252394199371338, 2.245373010635376, 2.247197389602661, 2.242682695388794, 2.245469331741333, 2.244945764541626, 2.25547194480896, 2.239231824874878, 2.258620500564575, 2.2418124675750732, 2.244682550430298, 2.253932476043701, 2.256354808807373, 2.241424322128296, 2.2526235580444336, 2.253887414932251, 2.2444894313812256, 2.2428815364837646]",0,"[0.5, 0.6666666666666666, 0.3333333333333333, 0.5833333333333334, 0.5833333333333334, 0.6666666666666666, 0.5833333333333334, 0.5, 0.4166666666666667, 0.6666666666666666, 0.3333333333333333, 0.5, 0.5833333333333334, 0.4166666666666667, 0.4166666666666667, 0.5833333333333334, 0.5833333333333334, 0.4166666666666667, 0.5, 0.5833333333333334]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.5208333333333334,0.4633569739952719,0.46335697399527187
17,20,20,"[2.2379071712493896, 2.2431530952453613, 2.2477221488952637, 2.242612600326538, 2.2406299114227295, 2.2305076122283936, 2.235227584838867, 2.2395691871643066, 2.2545676231384277, 2.2455837726593018, 2.2520992755889893, 2.24067759513855, 2.2539074420928955, 2.245605230331421, 2.2444894313812256, 2.23972487449646, 2.2362167835235596, 2.242810010910034, 2.2389280796051025, 2.252995729446411]",0,"[0.5833333333333334, 0.4166666666666667, 0.3333333333333333, 0.5, 0.5833333333333334, 0.5833333333333334, 0.5, 0.4166666666666667, 0.3333333333333333, 0.3333333333333333, 0.4166666666666667, 0.4166666666666667, 0.16666666666666666, 0.4166666666666667, 0.5833333333333334, 0.5833333333333334, 0.5, 0.5833333333333334, 0.5833333333333334, 0.25]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.4541666666666667,0.4633569739952719,0.46335697399527187
18,20,20,"[2.246823310852051, 2.24940824508667, 2.2528769969940186, 2.2489705085754395, 2.249807119369507, 2.255481481552124, 2.256276845932007, 2.245938539505005, 2.245377540588379, 2.2553162574768066, 2.2518293857574463, 2.2460215091705322, 2.2566254138946533, 2.25557279586792, 2.2473669052124023, 2.252570867538452, 2.2438409328460693, 2.2447197437286377, 2.2530601024627686, 2.2529680728912354]",0,"[0.4166666666666667, 0.5, 0.3333333333333333, 0.4166666666666667, 0.4166666666666667, 0.5, 0.4166666666666667, 0.75, 0.4166666666666667, 0.25, 0.4166666666666667, 0.5, 0.3333333333333333, 0.3333333333333333, 0.5, 0.4166666666666667, 0.4166666666666667, 0.4166666666666667, 0.3333333333333333, 0.3333333333333333]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.4208333333333334,0.4633569739952719,0.46335697399527187
19,20,20,"[2.24194073677063, 2.2467052936553955, 2.246572732925415, 2.2439193725585938, 2.24849534034729, 2.243929386138916, 2.2555181980133057, 2.2441139221191406, 2.2459919452667236, 2.233527898788452, 2.2361228466033936, 2.2369539737701416, 2.238440990447998, 2.2454674243927, 2.2479407787323, 2.2317631244659424, 2.245835304260254, 2.2251555919647217, 2.250314950942993, 2.2436859607696533]",0,"[0.4166666666666667, 0.5, 0.4166666666666667, 0.4166666666666667, 0.4166666666666667, 0.4166666666666667, 0.3333333333333333, 0.5, 0.3333333333333333, 0.5833333333333334, 0.6666666666666666, 0.6666666666666666, 0.5, 0.4166666666666667, 0.5, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.25, 0.3333333333333333]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.4666666666666668,0.4633569739952719,0.46335697399527187
20,20,20,"[2.2388110160827637, 2.240137815475464, 2.2445242404937744, 2.2360448837280273, 2.2551863193511963, 2.237739324569702, 2.245680570602417, 2.243274450302124, 2.256842851638794, 2.247685670852661, 2.2574644088745117, 2.2631828784942627, 2.250189781188965, 2.2415740489959717, 2.254272699356079, 2.2463691234588623, 2.2417492866516113, 2.2464568614959717, 2.2547767162323, 2.255073070526123]",0,"[0.4166666666666667, 0.6666666666666666, 0.5, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.4166666666666667, 0.4166666666666667, 0.25, 0.4166666666666667, 0.16666666666666666, 0.25, 0.3333333333333333, 0.5833333333333334, 0.3333333333333333, 0.4166666666666667, 0.6666666666666666, 0.5833333333333334, 0.4166666666666667, 0.25]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.4375,0.4633569739952719,0.46335697399527187
21,20,20,"[2.2497904300689697, 2.24283504486084, 2.2469091415405273, 2.243278741836548, 2.24737548828125, 2.2388312816619873, 2.245570182800293, 2.2535367012023926, 2.2489869594573975, 2.254164457321167, 2.2514750957489014, 2.2586734294891357, 2.232231855392456, 2.246824026107788, 2.243345260620117, 2.2353124618530273, 2.25268816947937, 2.2446045875549316, 2.2410387992858887, 2.2562005519866943]",0,"[0.3333333333333333, 0.5833333333333334, 0.3333333333333333, 0.5833333333333334, 0.3333333333333333, 0.5833333333333334, 0.3333333333333333, 0.25, 0.5, 0.3333333333333333, 0.4166666666666667, 0.16666666666666666, 0.5833333333333334, 0.5833333333333334, 0.4166666666666667, 0.5, 0.4166666666666667, 0.4166666666666667, 0.5833333333333334, 0.25]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.4250000000000001,0.4633569739952719,0.46335697399527187
22,20,20,"[2.241177558898926, 2.249140977859497, 2.2385056018829346, 2.2573130130767822, 2.248491048812866, 2.2476532459259033, 2.2486650943756104, 2.248777151107788, 2.2536964416503906, 2.251237392425537, 2.247361660003662, 2.255838632583618, 2.251095771789551, 2.24599289894104, 2.2555062770843506, 2.259500503540039, 2.243199110031128, 2.263908624649048, 2.233022451400757, 2.2488582134246826]",0,"[0.6666666666666666, 0.4166666666666667, 0.6666666666666666, 0.25, 0.5, 0.5, 0.5, 0.5833333333333334, 0.4166666666666667, 0.5, 0.5833333333333334, 0.3333333333333333, 0.4166666666666667, 0.5, 0.3333333333333333, 0.3333333333333333, 0.75, 0.3333333333333333, 0.8333333333333334, 0.3333333333333333]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.4875000000000001,0.4633569739952719,0.46335697399527187
